verse_key,tap,fr
GEN.4.22,"Zila waavyele Tubali-Kaini. Ozo muntu i waali mutili wa bibombelo bya misango ilekenkeene, bya mukuba ni bya kyela. Nkaziize kwa Tubali-Kaini waali wakuutua Naama.","Tsilla, de son côté, enfanta Tubal-Caïn, qui forgeait tous les instruments dairain et de fer. La sœur de Tubal-Caïn était Naama."
GEN.4.23,"Lameki waabaanine bakazi bakue babili, Ada ni Zila, ntwilizie mwe bakazi bakua Lameki unvue twebo twane. Nene nakiipaya muntu wakinkisia, mulumendo pantu wakinghuma.","Lémec dit à ses femmes: Ada et Tsilla, écoutez ma voix! Femmes de Lémec, écoutez ma parole! Jai tué un homme pour ma blessure, Et un jeune homme pour ma meurtrissure."
GEN.4.24,"Kaini kine waakalandwilua nghendo kilooba, Lameki waakalandwilua nghendo .","Caïn sera vengé sept fois, Et Lémec soixante-dix-sept fois."
GEN.4.25,"Kabili Adamu waaleele ni mukazi wakue, Eva lu-aimitile waavyele unge mwana mwalalume ni kumwinika Seti. Waalandile evi, Leza wan'mpeela unge mwana mwalalume wa kupyanikizia pali Abeli waipailue na Kaini.","Adam connut encore sa femme; elle enfanta un fils, et lappela du nom de Seth, car, dit-elle, Dieu ma donné un autre fils à la place dAbel, que Caïn a tué."
GEN.4.26,Seti ni ye waavyele mwana mwalalume ni kumwinika Enoshi. Ozo musita bantu i ubaatendekeelepo kumupupa Yawe ni kubombia Liina lyakue.,"Seth eut aussi un fils, et il lappela du nom dÉnosch. Cest alors que lon commença à invoquer le nom de lÉternel."
GEN.5.1,"Keki i kitabu kya nvyalo yakua Adamu. Leza lu-aalengele muntu, waamukitile wapaleene ni Leza.","Voici le livre de la postérité dAdam. Lorsque Dieu créa lhomme, il le fit à la ressemblance de Dieu."
GEN.5.2,"Leza waalengele mwalalume ni mwanakazi, waabapaalile ni kubenika liina lya muntu bobo busiku bubaalengelue.","Il créa lhomme et la femme, il les bénit, et il les appela du nom dhomme, lorsquils furent créés."
GEN.5.3,"Adamu lu-aakumaniizie myaka , waavyele mwana mwalalume mu lukebu lwakue, wapaleene nakue ni kumwinika Seti.","Adam, âgé de cent trente ans, engendra un fils à sa ressemblance, selon son image, et il lui donna le nom de Seth."
GEN.5.4,"Pa kyamba kya kuvyala Seti, Adamu waikeele pa kyalo myaka ni kuvyala bange baana balalume ni banakazi.","Les jours dAdam, après la naissance de Seth, furent de huit cents ans; et il engendra des fils et des filles."
GEN.5.5,Adamu waafwile wali na myaka .,Tous les jours quAdam vécut furent de neuf cent trente ans; puis il mourut.
GEN.5.6,"Seti lu-aakumaniizie myaka , waavyele mwana mwalalume ni kumwinika Enoshi.","Seth, âgé de cent cinq ans, engendra Énosch."
GEN.5.7,"Pa kyamba kya kuvyala Enoshi, Seti waikeele pa kyalo myaka ni kuvyala bange baana balalume ni banakazi.","Seth vécut, après la naissance dÉnosch, huit cent sept ans; et il engendra des fils et des filles."
GEN.5.8,Seti waafwile wali na myaka .,Tous les jours de Seth furent de neuf cent douze ans; puis il mourut.
GEN.5.9,"Enoshi lu-aakumaniizie myaka , waavyele mwana mwalalume ni kumwinika Kenani.","Énosch, âgé de quatre-vingt-dix ans, engendra Kénan."
GEN.5.10,"pa kyamba kya kuvyala Kenani, Enoshi waikeele pa kyalo myaka ni kuvyala bange baana balalume ni banakazi.","Énosch vécut, après la naissance de Kénan, huit cent quinze ans; et il engendra des fils et des filles."
GEN.5.11,Enoshi waafwile wali na myaka .,Tous les jours dÉnosch furent de neuf cent cinq ans; puis il mourut.
GEN.5.12,"Kenani lu-aakumaniizie myaka , waavyele mwana mwalalume ni kumwinika Mahalaleli.","Kénan, âgé de soixante-dix ans, engendra Mahalaleel."
GEN.5.13,"Pa kyamba kya kuvyala Mahalaleli, Kenani waikeele pa kyalo myaka ni kuvyala bange baana balalume ni banakazi.","Kénan vécut, après la naissance de Mahalaleel, huit cent quarante ans; et il engendra des fils et des filles."
GEN.5.14,Kenani waafwile wali na myaka .,Tous les jours de Kénan furent de neuf cent dix ans; puis il mourut.
GEN.5.15,"Mahalaleli lu-aakumaniizie myaka , waavyele mwana mwalalume ni kumwinika Yaredi.","Mahalaleel, âgé de soixante-cinq ans, engendra Jéred."
GEN.5.16,"pa kyamba kya kuvyala Yaredi, Mahalaleli waikeele pa kyalo myaka ni kuvyala bange baana balalume ni banakazi.","Mahalaleel vécut, après la naissance de Jéred, huit cent trente ans; et il engendra des fils et des filles."
GEN.5.17,Mahalaleli waafwile wali na myaka .,Tous les jours de Mahalaleel furent de huit cent quatre-vingt-quinze ans; puis il mourut.
GEN.5.18,"Yaredi lu-aakumaniizie myaka , waavyele mwana mwalalume ni kumwinika Enoki.","Jéred, âgé de cent soixante-deux ans, engendra Hénoc."
GEN.5.19,"pa kyamba kya kuvyala Enoki, Yaredi waikeele pa kyalo myaka ni kuvyala bange baana balalume ni banakazi.","Jéred vécut, après la naissance dHénoc, huit cents ans; et il engendra des fils et des filles."
GEN.5.20,Yaredi waafwile wali na myaka .,Tous les jours de Jéred furent de neuf cent soixante-deux ans; puis il mourut.
GEN.5.21,"Enoki lu-aakumaniizie myaka , waavyele mwana mwalalume ni kumwinika Metusela.","Hénoc, âgé de soixante-cinq ans, engendra Metuschélah."
GEN.5.22,"Pa kyamba kya kuvyala Metusela, Enoki waendele pamo ni Leza myaka , kabili waavyele ni bange baana balalume ni banakazi.","Hénoc, après la naissance de Metuschélah, marcha avec Dieu trois cents ans; et il engendra des fils et des filles."
GEN.5.23,Enoki waafwile wali na myaka .,Tous les jours dHénoc furent de trois cent soixante-cinq ans.
GEN.5.24,"Enoki waendele pamo ni Leza, kabili taamwenekele pantu waatwemue na Leza wakosele.","Hénoc marcha avec Dieu; puis il ne fut plus, parce que Dieu le prit."
GEN.5.25,"Metusela lu-aakumaniizie myaka , waavyele mwana mwalalume ni kumwinika Lameki.","Metuschélah, âgé de cent quatre-vingt-sept ans, engendra Lémec."
GEN.5.26,"pa kyamba kya kuvyala Lameki, Metusela waikeele pa kyalo myaka ni kuvyala bange baana balalume ni banakazi.","Metuschélah vécut, après la naissance de Lémec, sept cent quatre-vingt-deux ans; et il engendra des fils et des filles."
GEN.5.27,Metusela waafwile wali na myaka .,Tous les jours de Metuschélah furent de neuf cent soixante-neuf ans; puis il mourut.
GEN.5.28,"Lameki lu-aakumaniizie myaka , waavyele mwana mwalalume.","Lémec, âgé de cent quatre-vingt-deux ans, engendra un fils."
GEN.5.29,"ni kumwinika Noa. Waalandile evi, Ozu i waakatusansamusia kukonkana ni miilo ikolele itulitwabomba pa kyalo kyaatiipilue na Yawe.","Il lui donna le nom de Noé, en disant: Celui-ci nous consolera de nos fatigues et du travail pénible de nos mains, provenant de cette terre que lÉternel a maudite."
GEN.5.30,"Pa kyamba kya kuvyala Noa, Lameki waikeele pa kyalo myaka ni kuvyala bange baana balalume ni banakazi.","Lémec vécut, après la naissance de Noé, cinq cent quatre-vingt-quinze ans; et il engendra des fils et des filles."
GEN.5.31,Lameki waafwile wali na myaka .,Tous les jours de Lémec furent de sept cent soixante-dix sept ans; puis il mourut.
GEN.5.32,"Noa lu-aakumaniizie myaka , waavyele Shemu, ni Hamu, ni Yafeti.","Noé, âgé de cinq cents ans, engendra Sem, Cham et Japhet."
GEN.6.1,"Bantu lubaatendekele kusanduluka pa kyalo, baali bavyala ni baana banakazi.","Lorsque les hommes eurent commencé à se multiplier sur la face de la terre, et que des filles leur furent nées."
GEN.6.2,"Baana bena Leza lubaamwene nangue bakazyana bena bantu baali baweme, baisaakwiliilepo bamo kuba bali bakazi babo.","les fils de Dieu virent que les filles des hommes étaient belles, et ils en prirent pour femmes parmi toutes celles quils choisirent."
GEN.6.3,"Yawe waalandile evi, Mweo wane teukikanzyania na muntu muyayaya pantu wene ni wa kufua. Kutula lelo, myaka yakue teikikaba yakila pa myaka .","Alors lÉternel dit: Mon esprit ne restera pas à toujours dans lhomme, car lhomme nest que chair, et ses jours seront de cent vingt ans."
GEN.6.4,"Mu ezio nsiku Banefili baali bali pa kyalo. Pa kyamba baana bena Leza lubaile kuupa baana banakazi bena bantu, baavyelemo baana balalume. Babo i baali bali babipami ba bantu baali bamanikile pa ozo musita.","Les géants étaient sur la terre en ces temps-là, après que les fils de Dieu furent venus vers les filles des hommes, et quelles leur eurent donné des enfants: ce sont ces héros qui furent fameux dans lantiquité."
GEN.6.5,"Yawe lu-aamwene nangue bubi bwa muntu bwakila pa kyalo, ni kumona nangue malanga a mu mutima wakue lyonse aali akila kubiipa.","LÉternel vit que la méchanceté des hommes était grande sur la terre, et que toutes les pensées de leur cœur se portaient chaque jour uniquement vers le mal."
GEN.6.6,"Yawe waunvwile bulanda pantu waalengele muntu pa kyalo, ni mutima wakue waamukisile.","LÉternel se repentit davoir fait lhomme sur la terre, et il fut affligé en son cœur."
GEN.6.7,"Yawe waalandile evi, Nakaba kulovia muntu unaalengele pa kyalo, bonse muntu ni nama, ni bilibyayibula pamo ni tooni twa mu lweleele. Naunvua bulanda pantu naabilengele.","Et lÉternel dit: Jexterminerai de la face de la terre lhomme que jai créé, depuis lhomme jusquau bétail, aux reptiles, et aux oiseaux du ciel; car je me repens de les avoir faits."
GEN.6.8,Inzi Noa waali watonenue na Yawe.,Mais Noé trouva grâce aux yeux de lÉternel.
GEN.6.9,"Leli i lyasi lyakua Noa ni luvyalo lwakue. Noa waali wali mulunghami ni wa kisinka mu bantu ba pa musita wakue, kabili waali waenda ni Leza.",Voici la postérité de Noé. Noé était un homme juste et intègre dans son temps; Noé marchait avec Dieu.
GEN.6.10,"Noa waavyele baana balalume batatu, Shenu, Hamu, ni Yafeti.","Noé engendra trois fils: Sem, Cham et Japhet."
GEN.6.11,"Leza waamwene nangue kyalo kyainooneka, ni kukitilana bibiipile kwakila kukumana mwaya kyalo.","La terre était corrompue devant Dieu, la terre était pleine de violence."
GEN.6.12,Leza waakentele ni kumona nangue kyalo kyabiipa pantu bantu bonse baali baikeele mu bwikazi bubi.,"Dieu regarda la terre, et voici, elle était corrompue; car toute chair avait corrompu sa voie sur la terre."
GEN.6.13,"Leza waamwanine Noa nangue, Mpeleezio ya bantu bonse yakumana pantu bubi bwabo bwaizula mu kyalo kyonse. Kabili nakaba kubaloviizia pamo ni kyalo.","Alors Dieu dit à Noé: La fin de toute chair est arrêtée par devers moi; car ils ont rempli la terre de violence; voici, je vais les détruire avec la terre."
GEN.6.14,"We Noa, nakwana ukite safina ikata ya mbao ilumine, ni kuputulamo miputule, ukabe kusubako kabulimbu mukati ni panze.","Fais-toi une arche de bois de gopher; tu disposeras cette arche en cellules, et tu lenduiras de poix en dedans et en dehors."
GEN.6.15,"Ukabe kukita safina ileepele metre , ni mu bukata metre , ni mu kutuuluka metre lyanondo ni itatu.","Voici comment tu la feras: larche aura trois cents coudées de longueur, cinquante coudées de largeur et trente coudées de hauteur."
GEN.6.16,Ukabe kukitako mutenge ni kusiako mando ali ni santimetre . Ukabe kukitamo mpungu itatu yateekaleene yali ni mulyango mumbali.,"Tu feras à larche une fenêtre, que tu réduiras à une coudée en haut; tu établiras une porte sur le côté de larche; et tu construiras un étage inférieur, un second et un troisième."
GEN.6.17,pantu nakaba kubunzia kyalo ni kwinoona bilengua byonse bikose. Bilengua byonse bili pa kyalo byakaba kufua.,"Et moi, je vais faire venir le déluge deaux sur la terre, pour détruire toute chair ayant souffle de vie sous le ciel; tout ce qui est sur la terre périra."
GEN.6.18,"Inzi nakaba kupinghana nobe. Wewe ukengile mu safina ni mukazi obe, ni baana bobe balalume pamo ni bakazi babo.","Mais jétablis mon alliance avec toi; tu entreras dans larche, toi et tes fils, ta femme et les femmes de tes fils avec toi."
GEN.6.19,"Kabili pa bilengua byonse bikose ukabe kubuulapo bibili bibili ni kubingizia mu safina, ukabisunge byakosele kilume ni kikota.","De tout ce qui vit, de toute chair, tu feras entrer dans larche deux de chaque espèce, pour les conserver en vie avec toi: il y aura un mâle et une femelle."
GEN.6.20,"Ukabe kubuula misango yonse ya nama, ni misango yonse ya tooni, ni ya byonse bilibyayibula. Bebi byonse, byaakeeza kuli wewe bibili bibili kuti ukabisunge byakosele.","Des oiseaux selon leur espèce, du bétail selon son espèce, et de tous les reptiles de la terre selon leur espèce, deux de chaque espèce viendront vers toi, pour que tu leur conserves la vie."
GEN.6.21,"Ukabe kubuula misango yonse ya bilio ukabe kubisunga, evi wewe ni nama pamo ni tooni mukabe mwabilia.","Et toi, prends de tous les aliments que lon mange, et fais-en une provision auprès de toi, afin quils te servent de nourriture ainsi quà eux."
GEN.6.22,Noa waakitile bintu byonse nga mwa-aniinue na Leza.,Cest ce que fit Noé: il exécuta tout ce que Dieu lui avait ordonné.
GEN.7.1,"Yawe waamwanine Noa nangue, Ale ingila mu safina pamo ni lupua lobe pantu nakikumona wali mulunghami pa bantu bonse.","LÉternel dit à Noé: Entre dans larche, toi et toute ta maison; car je tai vu juste devant moi parmi cette génération."
GEN.7.2,"Buulapo mpe kilooba ya misango yonse ya nama isambikile ndume ni ikota, inzi nama itiikeene ubuulepo mpe imo imo ndume ni ikota.","Tu prendras auprès de toi sept couples de tous les animaux purs, le mâle et sa femelle; une paire des animaux qui ne sont pas purs, le mâle et sa femelle;."
GEN.7.3,"Kabili buula mpe kilooba ya misango yonse ya tooni tulume ni tukota. Ukite evio kumona sie misango yonse ya nama ni ya tooni ikasungue bwino, evi ikavyalane paakale ni kuvula pa kyalo.","sept couples aussi des oiseaux du ciel, mâle et femelle, afin de conserver leur race en vie sur la face de toute la terre."
GEN.7.4,pantu kwasyala nsiku kilooba nkabe kunokia nvula pa kyalo. Ezio nvula yakaba kunoka nsiku busiku ni koba. Nakaba kwinoona bilengua byonse bikose binaalengele pa kyalo.,"Car, encore sept jours, et je ferai pleuvoir sur la terre quarante jours et quarante nuits, et jexterminerai de la face de la terre tous les êtres que jai faits."
GEN.7.5,Noa waakitile bintu byonse bya-aninue na Yawe.,Noé exécuta tout ce que lÉternel lui avait ordonné.
GEN.7.6,"Kyalo lukyaabundile, Noa waali wali na myaka .","Noé avait six cents ans, lorsque le déluge deaux fut sur la terre."
GEN.7.7,"Noa ni mukazi wakue ni baana bakue balalume pamo ni bakazi babo, baingiile mu safina evi tekuti bafue na azo menda a kibunda.","Et Noé entra dans larche avec ses fils, sa femme et les femmes de ses fils, pour échapper aux eaux du déluge."
GEN.7.8,"Misango yonse ya nama ni ya tooni kilume ni kikota, bisambikile ni bisisambikile pamo ni bilibyayibula pansi.","Dentre les animaux purs et les animaux qui ne sont pas purs, les oiseaux et tout ce qui se meut sur la terre."
GEN.7.9,byaingiile bibili bibili mu safina pamo ni Noa nga mwaalandiile Leza.,"il entra dans larche auprès de Noé, deux à deux, un mâle et une femelle, comme Dieu lavait ordonné à Noé."
GEN.7.10,"Pa kyamba kya nsiku kilooba, kibunda kyaizile pa kyalo.","Sept jours après, les eaux du déluge furent sur la terre."
GEN.7.11,"Noa lu-aali na myaka , mu mwezi wa bubili pa nsiku lyanondo ni kilooba, menda aabambile kusula na maka mu tusulo. Mu muulu ni mo mwaabambile kwituluka menda.","Lan six cent de la vie de Noé, le second mois, le dix-septième jour du mois, en ce jour-là toutes les sources du grand abîme jaillirent, et les écluses des cieux souvrirent."
GEN.7.12,Ezio nvula yaanokele pa kyalo nsiku busiku ni koba.,La pluie tomba sur la terre quarante jours et quarante nuits.
GEN.7.13,"Bobo bwenka busiku, Noa ni mukazi ni baana bakue balalume batatu, Shemu, ni Hamu, ni Yafeti pamo ni bakazi babo, baingiile mu safina.","Ce même jour entrèrent dans larche Noé, Sem, Cham et Japhet, fils de Noé, la femme de Noé et les trois femmes de ses fils avec eux:."
GEN.7.14,"Baingiile mu safina pamo ni nama ya mu kisonso mu misango yayo. Nama ya kuteekua mu misango yayo, ikata ni iniini, ni bilibyayibula pansi mu misango yabyo, ni tooni pamo ni byonse bilibyapupuka mu misango yabyo.","eux, et tous les animaux selon leur espèce, tout le bétail selon son espèce, tous les reptiles qui rampent sur la terre selon leur espèce, tous les oiseaux selon leur espèce, tous les petits oiseaux, tout ce qui a des ailes."
GEN.7.15,"Bilengua bikose, bibili bibili kilume ni kikota, byaingiile mu safina pamo ni Noa.","Ils entrèrent dans larche auprès de Noé, deux à deux, de toute chair ayant souffle de vie."
GEN.7.16,"Kubalua kilengua kikose, kilume ni kikota byaingiile mu safina nga mwa-aniinue Noa na Leza. Kupwako, Yawe wamwizalila Noa.","Il en entra, mâle et femelle, de toute chair, comme Dieu lavait ordonné à Noé. Puis lÉternel ferma la porte sur lui."
GEN.7.17,Nvula yaatwaliliile kunoka mpaka nsiku busiku ni koba. Menda aizwile pa kyalo mpaka ni safina yabamba kweleela.,"Le déluge fut quarante jours sur la terre. Les eaux crûrent et soulevèrent larche, et elle séleva au-dessus de la terre."
GEN.7.19,Menda aizwile pa kyalo mpaka ni mpili yonse yatibila.,"Les eaux grossirent de plus en plus, et toutes les hautes montagnes qui sont sous le ciel entier furent couvertes."
GEN.7.20,Azo menda atwaaliliile kwizula pa kyalo mpaka metre kilooba kufuma peulu lupili luleepeesie.,"Les eaux sélevèrent de quinze coudées au-dessus des montagnes, qui furent couvertes."
GEN.7.21,"Kubalua kilengua kikose kyaali kyaenda pa kyalo, kyoni, ni nama wa kuteekua ni nama wa mu kisonso, ni kilikyayibula pa kyalo pamo ni muntu, byaafwile.","Tout ce qui se mouvait sur la terre périt, tant les oiseaux que le bétail et les animaux, tout ce qui rampait sur la terre, et tous les hommes."
GEN.7.22,Bilengua byonse byaali byapeema pano pa kyalo byaafwile.,"Tout ce qui avait respiration, souffle de vie dans ses narines, et qui était sur la terre sèche, mourut."
GEN.7.23,Yawe waloviizie bilengua byonse bya pano pa kyalo. Waaloviizie bantu ni nama pamo ni byoni. Paasyele sie Noa ni balia baali wali nabo mu safina.,"Tous les êtres qui étaient sur la face de la terre furent exterminés, depuis lhomme jusquau bétail, aux reptiles et aux oiseaux du ciel: ils furent exterminés de la terre. Il ne resta que Noé, et ce qui était avec lui dans larche."
