verse_key,yaf,fr
MAT.5.16,"Bwabuna kyakenzudiki kyesesi kyenu ku thwala batu, ndangu bamona miza myenu mya bukheti amana bamuzatulaka Tata wenu wuna wenina mu mazilu.».","Que votre lumière luise ainsi devant les hommes, afin quils voient vos bonnes œuvres, et quils glorifient votre Père qui est dans les cieux."
MAT.5.17,"«Lubanzaku ni meni yisi zanga Mitsiku holo Bambikudi. Yisaku kikuma kya kuzanga, kaasi kulungisa.","Ne croyez pas que je sois venu pour abolir la loi ou les prophètes; je suis venu non pour abolir, mais pour accomplir."
MAT.5.18,"Abwabuna, kikuma yiluzimbwadi: yi kuna dyalútila zilu yi tsi, ka kisona ku kimosi kya Mitsiku kyalúta, yi kuna mabwíla mambu moosu.","Car, je vous le dis en vérité, tant que le ciel et la terre ne passeront point, il ne disparaîtra pas de la loi un seul iota ou un seul trait de lettre, jusquà ce que tout soit arrivé."
MAT.5.19,"Disongidila wuna wakúlula keti mosi wa khunda muna mitsiku myami amana kalonga bwabuna kwena batu, bamútela wa khunda mu Kipfumu kya mazilu, kaasi wuna wazítisamya, walóngamya phi, yandi bamútela wa mbuta mu Kipfumu kya mazilu.","Celui donc qui supprimera lun de ces plus petits commandements, et qui enseignera aux hommes à faire de même, sera appelé le plus petit dans le royaume des cieux; mais celui qui les observera, et qui enseignera à les observer, celui-là sera appelé grand dans le royaume des cieux."
MAT.5.20,"Mukuma, yiluzimbwadi, yuka ni masonga menu malutiku mana ma balongi ba mitsiku yi Bafwadisi, lwakótamwoku mu Kipfumu kya mazilu.».","Car, je vous le dis, si votre justice ne surpasse celle des scribes et des pharisiens, vous nentrerez point dans le royaume des cieux."
MAT.5.21,"«Lwáyuka ni bázimbula bwabu kwena bambuta: Walendaku honda mvumbi wa khengu; wuna wahonda mvumbi wa khengu, bamunata ku pfundusu.",Vous avez entendu quil a été dit aux anciens: Tu ne tueras point; celui qui tuera mérite dêtre puni par les juges.
MAT.5.22,"Kaasi meni, yiluzimbwadi bwabu: Wosu wuna wáyukila phangi wandi khabu, bulungi bamunata ku pfundusu. Amana wuna wazímbula kwena phangi wandi: Zoba, bulungi bamunata ku thwala kimvuka kya mbuta ; amana wuna wázimbula kwena phangi wandi Kilawu, bulungi bamulosa ku bilungi.","Mais moi, je vous dis que quiconque se met en colère contre son frère mérite dêtre puni par les juges; que celui qui dira à son frère: Raca! Mérite dêtre puni par le sanhédrin; et que celui qui lui dira: Insensé! Mérite dêtre puni par le feu de la géhenne."
MAT.5.23,"Kisongidila, yukani wubati kwenda hana kabu dyaku ku mesa ma kimenga, amana kwakuna, yuka wayubuka ni phangi waku kena yi kima kitadi ngeyi.","Si donc tu présentes ton offrande à lautel, et que là tu te souviennes que ton frère a quelque chose contre toi."
MAT.5.24,"sisa hana kabu dyaku, kuna thwala ya mesa ma kimenga, amana wenda theti kuvutula ngemba yi phangi waku, kunima awisa hana kabu dyaku.","laisse là ton offrande devant lautel, et va dabord te réconcilier avec ton frère; puis, viens présenter ton offrande."
MAT.5.25,"«Yidika tswatsu yi mbeni waku, buna lwenina yi yandi mu nzila ya nganda ya bazusi; kondilo, kakúlambula nana kwena zusi, amana zusi kwena phumbulu, amana bakutimbula mu boloku.","Accorde-toi promptement avec ton adversaire, pendant que tu es en chemin avec lui, de peur quil ne te livre au juge, que le juge ne te livre à lofficier de justice, et que tu ne sois mis en prison."
MAT.5.26,Abwabuna yikuzimbwadi: walúbukamwoku kedi yuka wufutiku yi kuna dikuta dya tsuka.».,"Je te le dis en vérité, tu ne sortiras pas de là que tu naies payé le dernier quadrant."
MAT.5.27,«Lwayuka ni bazimbula bwabu: Watáku mbongi.,Vous avez appris quil a été dit: Tu ne commettras point dadultère.
MAT.5.28,"Kaasi meni, yiluzimbwadi: Wosu wuna watála mukhetu wa ngani mu phila ya kumukemba, wuti kedi mbongi yi yandi muna mbundu yandi.","Mais moi, je vous dis que quiconque regarde une femme pour la convoiter a déjà commis un adultère avec elle dans son cœur."
MAT.5.29,"Amana yukani disu dyaku dya kitata dyakubwisaka mu masumu, lokuladya amana losadya kyana yi ngeyi! Mukuma bwena mboti kwena ngeyi watotisa lwesi kitini kimosi kya lutu lwaku, kaasi bweku mboti ni balosa lutu lwosu ku bilungi.","Si ton œil droit est pour toi une occasion de chute, arrache-le et jette-le loin de toi; car il est avantageux pour toi quun seul de tes membres périsse, et que ton corps entier ne soit pas jeté dans la géhenne."
MAT.5.30,"Amana yukani koku dyaku dya kitata dyakusumunaka, zengadya, losadya kyana yi ngeyi; mukuma bwena mboti kwena ngeyi watotisa lwesi kitini kimosi kya lutu lwaku, kaasi bweku mboti ni balosa lutu lwaku lwosu ku bilungi.».","Et si ta main droite est pour toi une occasion de chute, coupe-la et jette-la loin de toi; car il est avantageux pour toi quun seul de tes membres périsse, et que ton corps entier naille pas dans la géhenne."
MAT.5.31,"«Amana bazimbula bwabu: Ni wuna wayámbula mukhetu wandi, kamuheka mukanda wa kufwa kwa longu.",Il a été dit: Que celui qui répudie sa femme lui donne une lettre de divorce.
MAT.5.32,"Kaasi meni, yiluzimbwadi: Wosu wuna wayámbula mukhetu wandi, katula kusala kindumba, wumukitudi kita kya mbongi, amana wuna wakwéla mukhetu bayambudi ku longu, yandi phi mbongi kisi ta.».","Mais moi, je vous dis que celui qui répudie sa femme, sauf pour cause dinfidélité, lexpose à devenir adultère, et que celui qui épouse une femme répudiée commet un adultère."
MAT.5.33,"«Lwáyuka hika buna bázonza kwena bambuta: Waléwulaku ndefi yaku, kaasi walúngisa ku thwala Pfumu mana wasila mu ndefi yaku.","Vous avez encore appris quil a été dit aux anciens: Tu ne te parjureras point, mais tu tacquitteras envers le Seigneur de ce que tu as déclaré par serment."
MAT.5.34,"Kaasi meni yiluzimbwadi lwesi ni ludyaku ndefi kyamakulu: keti ku zilu, kikuma kina kyenina kiti kya Kipfumu kya Nzambi;.","Mais moi, je vous dis de ne jurer aucunement, ni par le ciel, parce que cest le trône de Dieu;."
MAT.5.35,"keti ha tsi, kikuma mafu yi kidyatilu kyandi; keti ku Yelusalemi, kikuma yina yenina mbanza ya Kyamvu wa Mbuta.","ni par la terre, parce que cest son marchepied; ni par Jérusalem, parce que cest la ville du grand roi."
MAT.5.36,"Wadyáku ndefi keti mu mutwa waku, mukuma walendaku balumuna lusuki lumosi mu katoki kondilo mu kaphindi.","Ne jure pas non plus par ta tête, car tu ne peux rendre blanc ou noir un seul cheveu."
MAT.5.37,"Amana yambula nzonzidi yenu yakala: yukani abwabuna, abwabuna, ho loni, loni; mana bisikwa yika, kwena kiphidi-mutu misi tuka.».","Que votre parole soit oui, oui, non, non; ce quon y ajoute vient du malin."
MAT.5.38,«Lwáyuka ni bázimbula bwabu: Disu muna disu amana dinu muna dinu .,"Vous avez appris quil a été dit: œil pour œil, et dent pour dent."
MAT.5.39,"Kaasi meni, yiluzimbwadi: Luvutulaku mbela kwena mbeni. Honi mutu kakuta mbata ku tama dya kitata, mubalwamina hika dikwawu.","Mais moi, je vous dis de ne pas résister au méchant. Si quelquun te frappe sur la joue droite, présente-lui aussi lautre."
MAT.5.40,"Amana yuka mutu wuzodi kakunatisa mukanu ndangu kalenga tambula kikutu kyaku, muyambula katambula hika muzaka waku.","Si quelquun veut plaider contre toi, et prendre ta tunique, laisse-lui encore ton manteau."
MAT.5.41,"Amana yukani mutu kakulundika mu kusala funda dya thambi, ngeyi fwokula mu mbala zodi.","Si quelquun te force à faire un mille, fais-en deux avec lui."
MAT.5.42,"Kwena wuna wusi kulomba, hana, amana kwena wuna wutondi kulefwa kima kwena ngeyi, wuhungaku.».","Donne à celui qui te demande, et ne te détourne pas de celui qui veut emprunter de toi."
MAT.5.43,"«Lwáyuka ni bázimbula bwabu: Watónda khunda waku, amana waménga mbeni waku.","Vous avez appris quil a été dit: Tu aimeras ton prochain, et tu haïras ton ennemi."
MAT.5.44,"Kaasi meni, yiluzimbwadi: Tondenu bambeni benu amana lombilenu kikuma kya bana bisi lunyokuna.","Mais moi, je vous dis: Aimez vos ennemis, bénissez ceux qui vous maudissent, faites du bien à ceux qui vous haïssent, et priez pour ceux qui vous maltraitent et qui vous persécutent."
MAT.5.45,"Bwabuna lwakítwakila bana ba Tata wenu wuna wenina mu mazilu. Kikuma kisi lubula tangwa kikuma kya batu ba mbi yi batu ba mboti, amana kisi nokisa mvula kikuma kya batu ba masonga yi batu bakonda masonga.","afin que vous soyez fils de votre Père qui est dans les cieux; car il fait lever son soleil sur les méchants et sur les bons, et il fait pleuvoir sur les justes et sur les injustes."
MAT.5.46,"Mukuma, yukani lwatondaka lwesi bana bisi lutonda, khi ndandu lwatámbula? Bakalaki ba phaku bisi bwoku hanga bwabuna phila mosi ?.","Si vous aimez ceux qui vous aiment, quelle récompense méritez-vous? Les publicains aussi nagissent-ils pas de même?."
MAT.5.47,"Amana yukani benu lwahanaka mboti kwena baphangi benu lwesi, khi kima lwisi sala kya ngituka? Baphani bawu phi bisi bwoku hanga bwabuna phila mosi?.","Et si vous saluez seulement vos frères, que faites-vous dextraordinaire? Les païens aussi nagissent-ils pas de même?."
MAT.5.48,"Disongidila, lwakala balungila bwosu kenina Tata wenu, wa ku zilu, walungila.».","Soyez donc parfaits, comme votre Père céleste est parfait."
MAT.6.1,"«Kebenu mu kusadila masonga menu ku thwala ya batu, mu kudimonikisa. Kondilo, lwatámbulaku ndandu kwena Tata wenu wuna wenina mu mazilu.","Gardez-vous de pratiquer votre justice devant les hommes, pour en être vus; autrement, vous naurez point de récompense auprès de votre Père qui est dans les cieux."
MAT.6.2,"Disongidila tangwa wisi hana kabu dya khenda, wutaku kindanda ku thwala ya ngeyi meni, bwosu bisibwa sala bakavungalosi mu nzu za kimvuka za Bayuta yi muna phambu: ndangu babazatula kwena batu. Mu kyedika yiluzimbwadi, bátambula kedi hakana ndandu ya bawu.","Lors donc que tu fais laumône, ne sonne pas de la trompette devant toi, comme font les hypocrites dans les synagogues et dans les rues, afin dêtre glorifiés par les hommes. Je vous le dis en vérité, ils reçoivent leur récompense."
MAT.6.3,"Kaasi tangwa wisi hana kabu dya khenda, koku dyaku dya kimama dizayaku mambu mana dibati sala koku dyaku dya kitata.","Mais quand tu fais laumône, que ta main gauche ne sache pas ce que fait ta droite."
MAT.6.4,"ndangu kabu dyaku dya khenda dyasalama mu kitsweki; amana Tata waku, wuna wisi mona mu kitsweki, kakuvutwaladya.».","afin que ton aumône se fasse en secret; et ton Père, qui voit dans le secret, te le rendra."
MAT.6.5,"«Tangwa lubati lombila, lukalaku hanga bakavungalosi: bana bisi zola kulombila mutendendi muna nzu za kimvuka za Bayuta yi muna pfumba za mabala-bala ma mbuta, mu kudimonikisa kwena batu. Mu kyedika, yiluzimbwadi: bátambula kedi hakana lufutu lwa bawu .","Lorsque vous priez, ne soyez pas comme les hypocrites, qui aiment à prier debout dans les synagogues et aux coins des rues, pour être vus des hommes. Je vous le dis en vérité, ils reçoivent leur récompense."
MAT.6.6,"Kaasi ngeyi, tangwa wubati lombila, kota kuna suku dina dya tsuka, phata mwelu amana lombila Tata waku wuna wena mu kitsweki, wisi mona mu kitsweki, kakuvutwala.».","Mais quand tu pries, entre dans ta chambre, ferme ta porte, et prie ton Père qui est là dans le lieu secret; et ton Père, qui voit dans le secret, te le rendra."
MAT.6.7,"«Amana mu kulombila, lulutikisakaku ndinga, hanga baphani; bisi banza ni mu kulutikisa ndinga babáyukila kwena banzambi ba bawu.","En priant, ne multipliez pas de vaines paroles, comme les païens, qui simaginent quà force de paroles ils seront exaucés."
MAT.6.8,"Disongidila ni lubasokululaku, mukuma Tata wenu wuzayi keti biki lwenina byawu mupfunu ku thwala ya kumulombabya.».","Ne leur ressemblez pas; car votre Père sait de quoi vous avez besoin, avant que vous le lui demandiez."
MAT.6.9,"Disongidila talenu buna lufwani kulombila: Tata wetu wenina muna mazilu, yambula khumbu yaku batomisaya.",Voici donc comment vous devez prier: Notre Père qui es aux cieux! Que ton nom soit sanctifié;.
MAT.6.10,"Kipfumu kyaku kisa, luzolu lwaku lwahangama ha tsi, hanga ku zilu.",que ton règne vienne; que ta volonté soit faite sur la terre comme au ciel.
MAT.6.11,Tuheka lelu madya metu ma kosu kilumbu.,Donne-nous aujourdhui notre pain quotidien;.
MAT.6.12,"Amana tulolula mitsoki myetu, bwosu thwisi lolula betu phi kwena bana bisi tukota mbi.","pardonne-nous nos offenses, comme nous aussi nous pardonnons à ceux qui nous ont offensés;."
MAT.6.13,"Amana wutuyambulaku ni twabwa mu kimeka, kaasi tuhulula kwa Mbi. Mukuma kwena ngeyi kwenina luyalu, ngolu yi khembu, mvula muna mvula, Abwabuna.","ne nous induis pas en tentation, mais délivre-nous du malin. Car cest à toi quappartiennent, dans tous les siècles, le règne, la puissance et la gloire. Amen!."
MAT.6.14,"«Amana, yukani lwisi lolula kwenu bakwenu mitsoki mya bawu, Tata wenu wenina ku zilu kalúlolula benu phi.","Si vous pardonnez aux hommes leurs offenses, votre Père céleste vous pardonnera aussi;."
MAT.6.15,"Kaasi yuka lwisiku lolula kwena batu, Tata wenu kalúlolulaku benu phi mitsoki myenu.».","mais si vous ne pardonnez pas aux hommes, votre Père ne vous pardonnera pas non plus vos offenses."
MAT.6.16,"«Amana tangwa lwisi zila madya, lukalakaku yi mbunzu ya kiwayi, bwosu bisi hanga bakavungalosi: bisi kasa mbunzu mu kusongila kwena batu ni bawu bazidi madya. Mu kyedika, yiluzimbwadi, batambudi kedi ndandu ya bawu.","Lorsque vous jeûnez, ne prenez pas un air triste, comme les hypocrites, qui se rendent le visage tout défait, pour montrer aux hommes quils jeûnent. Je vous le dis en vérité, ils reçoivent leur récompense."
MAT.6.17,"Kaasi ngeyi, tangwa wubati zila madya, tomisa khambu ku mutwa amana sukula mbunzu.","Mais quand tu jeûnes, parfume ta tête et lave ton visage."
MAT.6.18,"ndangu wumonikisaku kwena batu ni wubati zila madya, kaasi kwena Tata waku wuna wenina hakana mu kitsweki amana Tata waku wisi mona muna kitsweki kakuvutwalakya.».","afin de ne pas montrer aux hommes que tu jeûnes, mais à ton Père qui est là dans le lieu secret; et ton Père, qui voit dans le secret, te le rendra."
MAT.6.19,"«Ludilumbikilaku kuvwa ha tsi, henina yi batseledi yi mboku byisi zanga yi befi bisi lungula ndangu bayiba.","Ne vous amassez pas des trésors sur la terre, où la teigne et la rouille détruisent, et où les voleurs percent et dérobent;."
MAT.6.20,"Kaasi dilumbikelenu kuvwa kwenu muna zilu, mwamuna mwakonda kala keti tseledi keti mboku bisi zanga, amana kweku keti befi balenda lungula keti kuyiba.","mais amassez-vous des trésors dans le ciel, où la teigne et la rouille ne détruisent point, et où les voleurs ne percent ni ne dérobent."
MAT.6.21,"Mukuma hana hena kuvwa kwaku, hahana phi hakála mbundu yaku.».","Car là où est ton trésor, là aussi sera ton cœur."
MAT.6.22,"«Disu dyenina mwinda wa lutu; ho disu dyaku dyakala bukheti, lutu lwaku lwosu lwakála mu mutemu .","Lœil est la lampe du corps. Si ton œil est en bon état, tout ton corps sera éclairé;."
MAT.6.23,"Kaasi, yukani disu dyaku dyakala dya mbi, lutu lwaku lwosu lwakála mu phipha! Honi, disongidila, mutemu wuna wenina mwena ngeyi wakala phipha, mu khi mutindu wa phipha wakála!».","mais si ton œil est en mauvais état, tout ton corps sera dans les ténèbres. Si donc la lumière qui est en toi est ténèbres, combien seront grandes ces ténèbres!."
MAT.6.24,"«Ka mutu ku walenda kusadila bapfumu bodi: Holo, kamumenga mosi amana katonda mukwawu; holo, kadinama kwena mosi amana kamubusa mukwawu. Lwalendaku, lwasadila Nzambi yi mbongu.».","Nul ne peut servir deux maîtres. Car, ou il haïra lun, et aimera lautre; ou il sattachera à lun, et méprisera lautre. Vous ne pouvez servir Dieu et Mamon."
MAT.6.25,"«Yi hakana ni yiluzimbwadi bwabu: ludiyangisaku, kikuma kya luzingu lwenu, keti biki lwadya holo keti biki lwanwa, keti kikuma kya lutu lwenu, keti biki lwavwáta. Luzingu luhitiku madya, amana lutu kuluta muledi?.","Cest pourquoi je vous dis: Ne vous inquiétez pas pour votre vie de ce que vous mangerez, ni pour votre corps, de quoi vous serez vêtus. La vie nest-elle pas plus que la nourriture, et le corps plus que le vêtement?."
MAT.6.26,"Talenu banuni ku zilu, bisiku kuna, bisiku katula mbutu, bisiku sweka kima mu khila; amana Tata wenu wenina ku zilu kisi badisa! Benu lweku mupfunu lawu kuluta bawu?.","Regardez les oiseaux du ciel: ils ne sèment ni ne moissonnent, et ils namassent rien dans des greniers; et votre Père céleste les nourrit. Ne valez-vous pas beaucoup plus queux?."
MAT.6.27,"Amana nati mu kati dya benu walenda, muna nyengi dyandi, kukosikila keti koma ka tangwa ka luzingu lwandi?.","Qui de vous, par ses inquiétudes, peut ajouter une coudée à la durée de sa vie?."
MAT.6.28,"«Amana biki lwisi dinyengina kikuma kya muledi? Talenu abweti bisi mena bithundu bya mu bilanga: bisiku sala, bisiku londa.",Et pourquoi vous inquiéter au sujet du vêtement? Considérez comment croissent les lis des champs: ils ne travaillent ni ne filent;.
MAT.6.29,"amana yiluzimbwadi ni keti Solumoni , muna khembu yandi yosu, kavwataku hanga mosi wa byawu.","cependant je vous dis que Salomon même, dans toute sa gloire, na pas été vêtu comme lun deux."
MAT.6.30,"Amana yukani Nzambi kisi vwatisa buna mwangu wa bilanga wuna wena hana lelu amana mbasi balosiwa ku mbawu, abweti kalendabwoku sala kuluta, kikuma kya benu, batu ba lukwikilu lwa khunda?.","Si Dieu revêt ainsi lherbe des champs, qui existe aujourdhui et qui demain sera jetée au four, ne vous vêtira-t-il pas à plus forte raison, gens de peu de foi?."
MAT.6.31,"Disongidila ni ludinyengaku, mu kuzonzaka: Biki twadya? Biki twanwa? Holo biki twavwata?.","Ne vous inquiétez donc point, et ne dites pas: Que mangerons-nous? Que boirons-nous? De quoi serons-nous vêtus?."
