verse_key,shr,fr
GEN.4.25,"Adamu ashubishamuka bona mukâge, nyamukazi aburha Set, bulya aderha, erhi: «Nyamuzinda amanshobôza owundi mwâna ahâli ha Abeli, bulya Kayini amuyisire».","Adam connut encore sa femme; elle enfanta un fils, et lappela du nom de Seth, car, dit-elle, Dieu ma donné un autre fils à la place dAbel, que Caïn a tué."
GEN.4.26,"Set naye aburhirwa omugala, amuyîrika erya Enosh. Go mango barhangiraga okucîkumba YHWH, Nyakasane.","Seth eut aussi un fils, et il lappela du nom dÉnosch. Cest alors que lon commença à invoquer le nom de lÉternel."
GEN.5.1,"Alaga ecitabu cemîmo yAdamu. Erhi Nnâmahanga alema omuntu, amujira oku nshusho ya Nnâmahanga;.","Voici le livre de la postérité dAdam. Lorsque Dieu créa lhomme, il le fit à la ressemblance de Dieu."
GEN.5.2,"mulume nomukazi abalemire, abagisha anabayîrika bantu erhi abalema.","Il créa lhomme et la femme, il les bénit, et il les appela du nom dhomme, lorsquils furent créés."
GEN.5.3,"Adamu aligwêrhe myâka igana na makumi asharhu, erhi aburha omugala oku nshusho yâge noku cikebo câge, anamuhà izîno lya Set.","Adam, âgé de cent trente ans, engendra un fils à sa ressemblance, selon son image, et il lui donna le nom de Seth."
GEN.5.4,"Erhi ayûsiburha Seti, Adamu ashubilama myâka magana munâni anaburha abagala nabâli.","Les jours dAdam, après la naissance de Seth, furent de huit cents ans; et il engendra des fils et des filles."
GEN.5.5,"Akalamo kAdamu koshi kali ka myâka magana mwenda na makumi asharhu , agalifà.",Tous les jours quAdam vécut furent de neuf cent trente ans; puis il mourut.
GEN.5.6,Set aligwêrhe myâka igana nirhanu erhi aburha Enosh.,"Seth, âgé de cent cinq ans, engendra Énosch."
GEN.5.7,"Erhi abà amâburha Enoshi, Set ashubilama myâka magana munâni na nda anaburha abagala nabâli.","Seth vécut, après la naissance dÉnosch, huit cent sept ans; et il engendra des fils et des filles."
GEN.5.8,Akalamo ka Set koshi kali ka myâka magana mwenda nikumi nibiri: agalifà.,Tous les jours de Seth furent de neuf cent douze ans; puis il mourut.
GEN.5.9,Enoshi aligwêrhe myâka makumi gali mwenda erhi aburha Kenan;.,"Énosch, âgé de quatre-vingt-dix ans, engendra Kénan."
GEN.5.10,"erhi abà amâburha Kenan, Enosh ashubilama myâka magana munâni nikumi nirhanu, anashubiburha abagala nabâli.","Énosch vécut, après la naissance de Kénan, huit cent quinze ans; et il engendra des fils et des filles."
GEN.5.11,Akalamo ka Enosh koshi kali ka myâka magana mwenda nirhanu; agalifà.,Tous les jours dÉnosch furent de neuf cent cinq ans; puis il mourut.
GEN.5.12,Kenan aligwêrhe myâka makumi gali nda erhi aburha Mahalaleel.,"Kénan, âgé de soixante-dix ans, engendra Mahalaleel."
GEN.5.13,"Erhi abà amâburha Mahalaleel. Kenan ashuilama myâka magana munâni na makumi anni, anakaburha abagala nabâli.","Kénan vécut, après la naissance de Mahalaleel, huit cent quarante ans; et il engendra des fils et des filles."
GEN.5.14,"Akalamo ka Kenan koshi kali ka myâka magana mwenda nikumi, agalifà.",Tous les jours de Kénan furent de neuf cent dix ans; puis il mourut.
GEN.5.15,Mahalaleel aligwêrhe myâka makumi gali ndarhu nirhanu erhi aburha Yêred:.,"Mahalaleel, âgé de soixante-cinq ans, engendra Jéred."
GEN.5.16,"Erhi abà amâburha Yêred, Mahalaleel ashubilama myâka magana munâni na makumi asharhu, anakaburha abagala nabâli.","Mahalaleel vécut, après la naissance de Jéred, huit cent trente ans; et il engendra des fils et des filles."
GEN.5.17,"Akalamo ka Mahalaleel koshi kali ka myâka magana munâni na makumi galimwenda nirhanu, agalifà.",Tous les jours de Mahalaleel furent de huit cent quatre-vingt-quinze ans; puis il mourut.
GEN.5.18,Yared aligwêrhe myâka makumi galindarhu nibiri erhi aburha Enokh;.,"Jéred, âgé de cent soixante-deux ans, engendra Hénoc."
GEN.5.19,"Erhi abà amâburha Enokh, Yêred ashubilama myâka magana munâni anakaburha abagala nabâli.","Jéred vécut, après la naissance dHénoc, huit cents ans; et il engendra des fils et des filles."
GEN.5.20,Akalamo ka Yêred koshi kali ka myâka magana mwenda na makumi galindarhu nibiri: agaliifà.,Tous les jours de Jéred furent de neuf cent soixante-deux ans; puis il mourut.
GEN.5.21,Enokh aligwêrhe myâka makumi galindarhu nirhanu erhi aburha Metushaleme.,"Hénoc, âgé de soixante-cinq ans, engendra Metuschélah."
GEN.5.22,"Enokh alusibwa na Nnâmahanga. Erhi abà amâburha Metushaleme, Enokh ashubilama myâka magana asharhu anakaburha abagala nabâli.","Hénoc, après la naissance de Metuschélah, marcha avec Dieu trois cents ans; et il engendra des fils et des filles."
GEN.5.23,Akalamo ka Enokh koshi kali ka myâka magana asharhu na makumi galindarhu nirhanu.,Tous les jours dHénoc furent de trois cent soixante-cinq ans.
GEN.5.24,"Bulya Enokh alilusîbwe na Nyamuzinda, arhaciberaga eno igulu. Nyamuzinda amuhêka.","Hénoc marcha avec Dieu; puis il ne fut plus, parce que Dieu le prit."
GEN.5.25,Metushaleme aligwêrhe myâka igana na makumi galimunani na nda erhi aburha Lâmek.,"Metuschélah, âgé de cent quatre-vingt-sept ans, engendra Lémec."
GEN.5.26,"Erhi abà amâburha Lâmek, Metushaleme ashubilama myâka magana nda na makumi galimunani nibiri, anakaburha abagala nabâli.","Metuschélah vécut, après la naissance de Lémec, sept cent quatre-vingt-deux ans; et il engendra des fils et des filles."
GEN.5.27,"Akalamo ka Metushaleme koshi kali ka myâka magana mwenda na makumi galimwenda na mwenda, agalifà.",Tous les jours de Metuschélah furent de neuf cent soixante-neuf ans; puis il mourut.
GEN.5.28,Lâmek aligwêrhe myâka igana na makumi galimunani nibiri erhi aburha omugala.,"Lémec, âgé de cent quatre-vingt-deux ans, engendra un fils."
GEN.5.29,"Amuyîrika erya Nûhu, omu kuderha, erhi: «Oyu ayishirhurhûliliza oku mukolo nomurhamo gwamaboko gîrhu, bulya Nyakasane ahehêrire obudaka».","Il lui donna le nom de Noé, en disant: Celui-ci nous consolera de nos fatigues et du travail pénible de nos mains, provenant de cette terre que lÉternel a maudite."
GEN.5.30,"Erhi abà amâburha Nûhu, Lâmek ashubilama myâka magana mwenda na makumi galimwenda nirhanu, anakâburha abagala nabâli.","Lémec vécut, après la naissance de Noé, cinq cent quatre-vingt-quinze ans; et il engendra des fils et des filles."
GEN.5.31,"Akalamo ka Lâmek koshi kali ka myâka magana nda na makumi galinda na nda, anagalifà.",Tous les jours de Lémec furent de sept cent soixante-dix sept ans; puis il mourut.
GEN.5.32,"Nûhu aligwêrhe myâka magana arhanu erhi aburha Sem, Ham na Yafet.","Noé, âgé de cinq cents ans, engendra Sem, Cham et Japhet."
GEN.6.1,"Erhi abantu barhangira baluga enigulu, bàburha abanyere.","Lorsque les hommes eurent commencé à se multiplier sur la face de la terre, et que des filles leur furent nées."
GEN.6.2,bene Nyamuzinda bàbona oku abanyere babantu bali binjà. Babayankamwo abà banalilonzize.,"les fils de Dieu virent que les filles des hommes étaient belles, et ils en prirent pour femmes parmi toutes celles quils choisirent."
GEN.6.3,"Lêro Nyakasane aderha, erhi: «Omûka gwâni gurhacibêre ensiku zoshi omu muntu, nobo ali mubiri nakalamo kâge kakola kabà ka myâka igana na makumi abiri».","Alors lÉternel dit: Mon esprit ne restera pas à toujours dans lhomme, car lhomme nest que chair, et ses jours seront de cent vingt ans."
GEN.6.4,"Ago mango, enigulu yali abanênênè-mikalarhu- ciru nenyuma zâho, amango bene Nyamuzinda bakâgiyanka abanyere babantu, abo banyere bakâburha abâna: zo zirya ntwâli za mîra, bantu birenge.","Les géants étaient sur la terre en ces temps-là, après que les fils de Dieu furent venus vers les filles des hommes, et quelles leur eurent donné des enfants: ce sont ces héros qui furent fameux dans lantiquité."
GEN.6.5,Nyakasane abona oku amabî gabantu gàluzire enigulu na ngasi muhigo gwabali emurhima gwàli gwa mabî gwône.,"LÉternel vit que la méchanceté des hommes était grande sur la terre, et que toutes les pensées de leur cœur se portaient chaque jour uniquement vers le mal."
GEN.6.6,"Nyamuzinda acîganya mpu eci alemeraga omuntu hano igulu, alumwa bwenêne omu murhima gwâge.","LÉternel se repentit davoir fait lhomme sur la terre, et il fut affligé en son cœur."
GEN.6.7,"Nyakasane aderha, erhi: «Omu igulu nkola naholola abantu nalemaga; bône ensimba nebinyâgârha nebinyunyi byemalunga, bulya namaciganya ecarhumaga nabijira».","Et lÉternel dit: Jexterminerai de la face de la terre lhomme que jai créé, depuis lhomme jusquau bétail, aux reptiles, et aux oiseaux du ciel; car je me repens de les avoir faits."
GEN.6.8,Ci Nûhu yêhe arhona emwa Nyakasane.,Mais Noé trouva grâce aux yeux de lÉternel.
GEN.6.9,Olwa Nûhu luno. Nûhu ali muntu mushinganyanya na mwîrhonzi omu bantu bamango gâge analikulikîre Nyakasane.,Voici la postérité de Noé. Noé était un homme juste et intègre dans son temps; Noé marchait avec Dieu.
GEN.6.10,"Nûhu aburha abagala: Sem, Ham na Yafet.","Noé engendra trois fils: Sem, Cham et Japhet."
GEN.6.11,"Igulu lyashûbuka embere za Nyamuzinda, lyanayunjula ntambala.","La terre était corrompue devant Dieu, la terre était pleine de violence."
GEN.6.12,Nyamuzinda alola igulu abona oku nêci lishûbusire bulya ngasi muntu ali akola agwerhe olugendo lushûbusire.,"Dieu regarda la terre, et voici, elle était corrompue; car toute chair avait corrompu sa voie sur la terre."
GEN.6.13,"Go mango Nyakasane abwîzirage Nûhu, erhi: «Kuli nie, amango gobuzinda bwomuntu gahisire, bulya igulu lyasherîre erhi bo bàrhuma, liyunjwîre bumînya. Niene nkolaga nabashâba haguma nigulu.","Alors Dieu dit à Noé: La fin de toute chair est arrêtée par devers moi; car ils ont rempli la terre de violence; voici, je vais les détruire avec la terre."
GEN.6.14,"Ocîtulire obwârho bwomurhi gwenshebeyi gwadwa amagoba; ogabe obwârho mwo rhuyumpa rhuyumpa, higuma enyanya lyehindi, onabushîge enungulu omu ndalâlà nemugongo.","Fais-toi une arche de bois de gopher; tu disposeras cette arche en cellules, et tu lenduiras de poix en dedans et en dehors."
GEN.6.15,"Alaga oku wâjira: obwârho bubè na makano makumi asharhu ga bulî, makumi arhanu ga bugali, makumi asharhu ga kadubwî.","Voici comment tu la feras: larche aura trois cents coudées de longueur, cinquante coudées de largeur et trente coudées de hauteur."
GEN.6.16,"Omu bwârho ohiremwoburhungiri nahikano liguma enyanya oshwinje. Lunda luguma ohireyo omuhango gwobwârho. Olujire mishonezo: ahidako, aha karhî naha nyanya.","Tu feras à larche une fenêtre, que tu réduiras à une coudée en haut; tu établiras une porte sur le côté de larche; et tu construiras un étage inférieur, un second et un troisième."
GEN.6.17,"Nkolaga narhuma ecihonzi, kwo kuderha mîshi, enigulu, ahidako lyamalunga, gashâbe ngasi ciremwa ciyîsa omûka; ebiri enigulu biherêrekere.","Et moi, je vais faire venir le déluge deaux sur la terre, pour détruire toute chair ayant souffle de vie sous le ciel; tout ce qui est sur la terre périra."
GEN.6.18,"Cikwône wêhe nâkuhà endagâno. Wayîshijà omu bwârho mwenabâna bâwe, mukâwe, na bali-kazi bâwe.","Mais jétablis mon alliance avec toi; tu entreras dans larche, toi et tes fils, ta femme et les femmes de tes fils avec toi."
GEN.6.19,"Omu bizîne byoshi, na ngasi mubiri, orhôle bibiri bibiri bya ngasi lubero, obihugire omu bwârho, lyo bibêrana obuzîne haguma nâwe: hakâba akalume nakakazi.","De tout ce qui vit, de toute chair, tu feras entrer dans larche deux de chaque espèce, pour les conserver en vie avec toi: il y aura un mâle et une femelle."
GEN.6.20,"Ebinyunyi kushimbana nobûko bwabyo, ebishwêkwa kushimbana nobûko bwâbyo, nebiyandala kushimbana nobûko bwâbyo, bibiri bya ngasi bûko bibêre nâwe, lyo bibêrana akalamo.","Des oiseaux selon leur espèce, du bétail selon son espèce, et de tous les reptiles de la terre selon leur espèce, deux de chaque espèce viendront vers toi, pour que tu leur conserves la vie."
GEN.6.21,"Wêhe orhôle ngasi bûko kalyo, olunde hôfi hâwe: byâyishibà biryo byâwe na biryo byebyo bintu».","Et toi, prends de tous les aliments que lon mange, et fais-en une provision auprès de toi, afin quils te servent de nourriture ainsi quà eux."
GEN.6.22,"Nûhu ashimba byoshi, nkoku Nyakasane alimurhegesire, kwo anajizire.",Cest ce que fit Noé: il exécuta tout ce que Dieu lui avait ordonné.
GEN.7.1,"Nyakasane ashubibwîra Nûhu, erhi: «Jaga omu bwârho mwene omulala gwâwe gwoshi, bulya nabwîne oku oli mushinganyanya embere zâni muli elira iburha.","LÉternel dit à Noé: Entre dans larche, toi et toute ta maison; car je tai vu juste devant moi parmi cette génération."
GEN.7.2,"Oku ngasi bûko bwa nsimba ecîre, orhôlemwo mahali nda, akalume nakakazi kâko; omu bûko bwensimba zihumânya orhôle ihasha liguma, akalume nakakazi kâko.","Tu prendras auprès de toi sept couples de tous les animaux purs, le mâle et sa femelle; une paire des animaux qui ne sont pas purs, le mâle et sa femelle;."
GEN.7.3,"Nomu ngasi bûko bwa binyunyi bicîre, orhôle mahasha nda, akalume nakakazi kâko, lyo obûko burhagihera enigulu.","sept couples aussi des oiseaux du ciel, mâle et femelle, afin de conserver leur race en vie sur la face de toute la terre."
GEN.7.4,"Bulya enyuma lya nsiku nda, naniêsa enkuba enigulu nsiku makumi anni na madufu makumi anni; enigulu naholola ngasi cizîne najiraga».","Car, encore sept jours, et je ferai pleuvoir sur la terre quarante jours et quarante nuits, et jexterminerai de la face de la terre tous les êtres que jai faits."
GEN.7.5,Nûhu ajira ebi Nyakasane ali amurhegesire byoshi.,Noé exécuta tout ce que lÉternel lui avait ordonné.
GEN.7.6,"Nûhu aligwêrhe myâka magana ndarhu erhi ecihonzi ciyisha, go mîshi okwigulu.","Noé avait six cents ans, lorsque le déluge deaux fut sur la terre."
GEN.7.7,"Nûhu ajà omu bwârho haguma nabagala na mukâge nabâli-kazi, lyo bayâka amîshi gecihonzi.","Et Noé entra dans larche avec ses fils, sa femme et les femmes de ses fils, pour échapper aux eaux du déluge."
GEN.7.8,"Ensimba zicîre nezihumânya, ebinyunyi na ngasi binyafûka oku idaho byadaha omu bwârho bibiri bibiri.","Dentre les animaux purs et les animaux qui ne sont pas purs, les oiseaux et tout ce qui se meut sur la terre."
GEN.7.9,"akalume nakakazi byoshi na Nûhu, nkoku Nyakasane analirhegesire Nûhu.","il entra dans larche auprès de Noé, deux à deux, un mâle et une femelle, comme Dieu lavait ordonné à Noé."
GEN.7.10,"Erhi ensiku nda zihika, amîshi gecihonzi gacihira oku idaho;.","Sept jours après, les eaux du déluge furent sur la terre."
GEN.7.11,"omu mwâka gwa magana ndarhu gakalamo ka Nûhu, omu omwêzi gwa kabiri, omu nsiku ikumi na nda zomwêzi, lwo nolwo lusiku, amaliba gekuzimu gafunûnuka nenshalalo zemalunga zahulula.","Lan six cent de la vie de Noé, le second mois, le dix-septième jour du mois, en ce jour-là toutes les sources du grand abîme jaillirent, et les écluses des cieux souvrirent."
GEN.7.12,Enkuba yania enigulu nsiku makumi anni na madufu makumi anni.,La pluie tomba sur la terre quarante jours et quarante nuits.
GEN.7.13,"Lwo nolwo lusiku lyo Nûhu, boshi nabagala Sem, Ham na Yafet, mukà Nûhu, abâli-kazi basharhu, bakà abagala:.","Ce même jour entrèrent dans larche Noé, Sem, Cham et Japhet, fils de Noé, la femme de Noé et les trois femmes de ses fils avec eux:."
GEN.7.14,"boshi nebizîne byoshi kushimbana nobûko bwâbyo, ensimba kushimbana nobûko bwâzo, ebiyandala oku idaho kushimbana nobûko bwâbyo, ebibalala kushimbana nobûko bwâbyo, ebinyunyi byoshi na ngasi hibalala, bàjaga omu bwârho.","eux, et tous les animaux selon leur espèce, tout le bétail selon son espèce, tous les reptiles qui rampent sur la terre selon leur espèce, tous les oiseaux selon leur espèce, tous les petits oiseaux, tout ce qui a des ailes."
GEN.7.15,"Bajà emunda Nûhu ali omu bwârho, babiri babiri ba ngasi ciyìsa omûka.","Ils entrèrent dans larche auprès de Noé, deux à deux, de toute chair ayant souffle de vie."
GEN.7.16,"Abo bayishaga ndume nenkazi ba ngasi bûko, bobadahîre nkoku Nyamuzinda anabarhegekaga. Nyakasane ayîgala obwârho abahà omugongo.","Il en entra, mâle et femelle, de toute chair, comme Dieu lavait ordonné à Noé. Puis lÉternel ferma la porte sur lui."
GEN.7.17,"Ecihonzi càba nsiku makumi anni, oku amîshi gayushûka nobwârho bwasôkera enyanya zigulu.","Le déluge fut quarante jours sur la terre. Les eaux crûrent et soulevèrent larche, et elle séleva au-dessus de la terre."
GEN.7.18,Oku amîshi galuga ganayushûka okwigulu nobwârho bwayerêra oku mîshi.,"Les eaux grossirent et saccrurent beaucoup sur la terre, et larche flotta sur la surface des eaux."
GEN.7.19,Amîshi gajà gayushûka kulusha oku nyanya zigulu ganabwîka ngasi ntondo ndîrî zinaba ahidako lyamalunga.,"Les eaux grossirent de plus en plus, et toutes les hautes montagnes qui sont sous le ciel entier furent couvertes."
GEN.7.20,"Amîshi gabwîkaga entondo, garhaluka makoro ikumi narhanu.","Les eaux sélevèrent de quinze coudées au-dessus des montagnes, qui furent couvertes."
GEN.7.21,"Ngasi kazîne kaherêrekera: ebigera okwidaho, ebinyunyi, ebishwêkwa, ensimba zerubala, na ngasi bidûdûsa enigulu na abantu boshi.","Tout ce qui se mouvait sur la terre périt, tant les oiseaux que le bétail et les animaux, tout ce qui rampait sur la terre, et tous les hommes."
GEN.7.22,Kwo kuderha oku ngasi hyàli enigulu hyàfa: ngasi biyîsa omûka emazûlu.,"Tout ce qui avait respiration, souffle de vie dans ses narines, et qui était sur la terre sèche, mourut."
GEN.7.23,"Ntyo kwo ebyàli enigulu byoshi byàholokaga: haguma nabantu, ebishwêkwa, ebinyafûka nebinyunyi byemalunga; byoshi byahirigirha enigulu ci hasigala Nûhu yêne na ngasi kali omu bwârho bonaye.","Tous les êtres qui étaient sur la face de la terre furent exterminés, depuis lhomme jusquau bétail, aux reptiles et aux oiseaux du ciel: ils furent exterminés de la terre. Il ne resta que Noé, et ce qui était avec lui dans larche."
