verse_key,auh,fr
MAT.5.24,"ngale ushe kyabupe kyobe pantanshi ya kipailo, muye kuiwikisha na wenu elo wise kupeela ikyabupe kyobe.","laisse là ton offrande devant lautel, et va dabord te réconcilier avec ton frère; puis, viens présenter ton offrande."
MAT.5.25,"Lanshanyeni kangu kangu no mulwani obe ulo talakufisha kuli kapingula, kapingula naye ulo talakutwala kuli kalinda wa kifungo, elo naye kalinda wa kifungo kuti akupoosa mu kifungo.","Accorde-toi promptement avec ton adversaire, pendant que tu es en chemin avec lui, de peur quil ne te livre au juge, que le juge ne te livre à lofficier de justice, et que tu ne sois mis en prison."
MAT.5.26,"Nkomyeba mukine ati, tawakafumemo panka ukalipile indalama shonse.","Je te le dis en vérité, tu ne sortiras pas de là que tu naies payé le dernier quadrant."
MAT.5.27,"Mwalyumfwa ifyo kyalandilwe ati, Wile kukita bukende.",Vous avez appris quil a été dit: Tu ne commettras point dadultère.
MAT.5.28,"Nomba nkomyeba ati, onse uwa lolesha umwanakashi no lunkumbwa lwabubi ninshi akita nakwe ubukende mu mutima wakwe.","Mais moi, je vous dis que quiconque regarde une femme pour la convoiter a déjà commis un adultère avec elle dans son cœur."
MAT.5.29,"Ilinso lyobe lya kumulyo nga lya kulengela ukubembuka, ulilobolemo ulipoose.","Si ton œil droit est pour toi une occasion de chute, arrache-le et jette-le loin de toi; car il est avantageux pour toi quun seul de tes membres périsse, et que ton corps entier ne soit pas jeté dans la géhenne."
MAT.5.30,"Ukuboko kobe kwa mulyo nga kwa kulengela ukubembuka, kuputuleko ukupoose. Kya kuwamina ukulufya ikilundwa kimo, ukukila ukuya ne filundwa fyonse mu ngehena.","Et si ta main droite est pour toi une occasion de chute, coupe-la et jette-la loin de toi; car il est avantageux pour toi quun seul de tes membres périsse, et que ton corps entier naille pas dans la géhenne."
MAT.5.31,"Kyalyebelwe ati, umwalalume onse pa kuleka umukashi, alingile ukumulembela inkalata ya kupwilapo ikyupo.",Il a été dit: Que celui qui répudie sa femme lui donne une lettre de divorce.
MAT.5.32,"Nomba nebo nkomyeba ati, onse uwaleka umukashi wakwe ninshi amulengela ukukita ubukende kano fye nga amusanga mu bupulumushi, no waupa uobaleka naye akita ubukende.","Mais moi, je vous dis que celui qui répudie sa femme, sauf pour cause dinfidélité, lexpose à devenir adultère, et que celui qui épouse une femme répudiée commet un adultère."
MAT.5.33,"Kabili mwalyumfwa uko abantu ba kale bayebelwe ati, Wile kulapa ifyabufi, fikilisha ikyo walaya kuli Shikulu.","Vous avez encore appris quil a été dit aux anciens: Tu ne te parjureras point, mais tu tacquitteras envers le Seigneur de ce que tu as déclaré par serment."
MAT.5.34,"Nomba nebo nkomyebati, Mwile kulapa nangula liulu line, pantu ekipuna kyakwa Lesa.","Mais moi, je vous dis de ne jurer aucunement, ni par le ciel, parce que cest le trône de Dieu;."
MAT.5.35,Tekulapa nangula isonde pantu ekapuna ka makasa yakwe. Mwile kulapa nangula fye ni pali Yelusalemu wine pantu e Musumba wa Mfumu ikindami.,"ni par la terre, parce que cest son marchepied; ni par Jérusalem, parce que cest la ville du grand roi."
MAT.5.36,Wile kulapa ku mutwi obe apo taungalenga umushishi umo ukutuba nangu ukufiita.,"Ne jure pas non plus par ta tête, car tu ne peux rendre blanc ou noir un seul cheveu."
MAT.5.37,"Webo ulande fye nga ni ee nangula ayii, pantu ikyakukila po ninshi kyakufuma ku mubifi.","Que votre parole soit oui, oui, non, non; ce quon y ajoute vient du malin."
MAT.5.38,"Mwalyumfwa uko kyaebelwe ati, Ilinso pa linso, ilino pa lino.","Vous avez appris quil a été dit: œil pour œil, et dent pour dent."
MAT.5.39,"Nomba nebo nkomyeba ati, mwile kupansana no muntu wabubi. Umfwa umo nga kupama ulupi kwitobo lya ku mulyo umupeele ne lya kuli kipiko apameko.","Mais moi, je vous dis de ne pas résister au méchant. Si quelquun te frappe sur la joue droite, présente-lui aussi lautre."
MAT.5.40,"Uwakutwala mukilye pa ku fwaya ukukupokolola umwingila, leka sende ne kyakuifimba kyobe.","Si quelquun veut plaider contre toi, et prendre ta tunique, laisse-lui encore ton manteau."
MAT.5.41,"Uwakupatikisha ukwenda nakwe umulundu umo, wende nakwe imilundu ibili.","Si quelquun te force à faire un mille, fais-en deux avec lui."
MAT.5.42,"Peela ku ukokulomba, kabili wimutana uukofwaya ukwashimako kuli webo.","Donne à celui qui te demande, et ne te détourne pas de celui qui veut emprunter de toi."
MAT.5.43,"Mwalyumfwa uko kyalandilwe ati, Temwa umunobe, umulwani obe ena umupate.","Vous avez appris quil a été dit: Tu aimeras ton prochain, et tu haïras ton ennemi."
MAT.5.44,"Nomba nebo nkomyeba ati, temweni abalwani benu no kupepelako abakomipakasa.","Mais moi, je vous dis: Aimez vos ennemis, bénissez ceux qui vous maudissent, faites du bien à ceux qui vous haïssent, et priez pour ceux qui vous maltraitent et qui vous persécutent."
MAT.5.45,"elo mukesakuba bana bakwa Wishinwe wa mwiulu, uulenga akasuba ukubalika pa babubi na pa babune, atuma imfula pa babune napa babubi.","afin que vous soyez fils de votre Père qui est dans les cieux; car il fait lever son soleil sur les méchants et sur les bons, et il fait pleuvoir sur les justes et sur les injustes."
MAT.5.46,"Nga watemwa fye abakutemwa, kilambu ndo ukwete apo fyeke fyo efikita na bakasonkesha?.","Si vous aimez ceux qui vous aiment, quelle récompense méritez-vous? Les publicains aussi nagissent-ils pas de même?."
MAT.5.47,"Umfwa ukoposha fye bawenu beka, nindo wakita ukukila pa bataishiba Lesa?.","Et si vous saluez seulement vos frères, que faites-vous dextraordinaire? Les païens aussi nagissent-ils pas de même?."
MAT.5.48,Ekyo mube abakupwililika nge fyo wishinwe wa mwiulu naye aba uwakupwililika.,"Soyez donc parfaits, comme votre Père céleste est parfait."
MAT.6.1,Kengeleni mwile kukita ikyabune pa kubonwa ku bantu. Nga mwakite fyo ninshi tapalipo kilambu mukakwatapo kuli wishinwe wa mwiulu.,"Gardez-vous de pratiquer votre justice devant les hommes, pour en être vus; autrement, vous naurez point de récompense auprès de votre Père qui est dans les cieux."
MAT.6.2,"Ulo wapeeela ku wakubulwa, wibilisha ku bantu nge fyo babumbimunda bakita mu ma Sinagoge na mu misebo pa kutashiwa ku bantu. Nkomyebati balipokelela libela ikilambu ku bantu.","Lors donc que tu fais laumône, ne sonne pas de la trompette devant toi, comme font les hypocrites dans les synagogues et dans les rues, afin dêtre glorifiés par les hommes. Je vous le dis en vérité, ils reçoivent leur récompense."
MAT.6.3,Nomba ulo wapeeela ku wakubulwa wileka ukuboko kwa ku kipiko kwishibile ikyo ukwa mulyo kukokita.,"Mais quand tu fais laumône, que ta main gauche ne sache pas ce que fait ta droite."
MAT.6.4,Epakwebati ukupeela kobe kube mu nkaama. Elo Wishinwe uubona mu nkaama akakulambula.,"afin que ton aumône se fasse en secret; et ton Père, qui voit dans le secret, te le rendra."
MAT.6.5,"Kabili ulo mu kopepa, mwile kuba nga babumbimunda abatemwa ukwimakana pa kupepela mu ma Sinagoge na mu misebo pa kubonwa ku bantu. Mukine balipokela limo ikilambu kyonse.","Lorsque vous priez, ne soyez pas comme les hypocrites, qui aiment à prier debout dans les synagogues et aux coins des rues, pour être vus des hommes. Je vous le dis en vérité, ils reçoivent leur récompense."
MAT.6.6,"Nomba webo pakupepa, kabuye mu muputule mobe wisaleko ne kiibi elo upepe kuli wiso uubona mu nkaama, akakulambula.","Mais quand tu pries, entre dans ta chambre, ferme ta porte, et prie ton Père qui est là dans le lieu secret; et ton Père, qui voit dans le secret, te le rendra."
MAT.6.7,"Kabili ulo mukopepa mwile kulabaila nge fyo abataishiba Lesa bakita, pantu batontonkanya ati muli kyo emo bengomfwiwa.","En priant, ne multipliez pas de vaines paroles, comme les païens, qui simaginent quà force de paroles ils seront exaucés."
MAT.6.8,Mwile kubapashanya pantu wishinwe alishibile ifyo mukokabila ulo tamulati kumulomba.,"Ne leur ressemblez pas; car votre Père sait de quoi vous avez besoin, avant que vous le lui demandiez."
MAT.6.9,"Fyeke fi efyo mulingile ukule kupepa; We Tata we waba mwiulu, Likindikwe shina lyobe.",Voici donc comment vous devez prier: Notre Père qui es aux cieux! Que ton nom soit sanctifié;.
MAT.6.10,"Ubufumu bobe bwise, ubufwayo bobe bukitikwe pesonde nge fyo kyaba mwiulu.",que ton règne vienne; que ta volonté soit faite sur la terre comme au ciel.
MAT.6.11,Utupeelepo lelo ikyakulya kyanshiku shonse.,Donne-nous aujourdhui notre pain quotidien;.
MAT.6.12,"Utwelele ifyakubifya fyesu, nge fyo na fwebo twelela abatubifya.","pardonne-nous nos offenses, comme nous aussi nous pardonnons à ceux qui nous ont offensés;."
MAT.6.13,"Witutwala mu mesho ayakulu, nomba utupusushe kumubifi.","ne nous induis pas en tentation, mais délivre-nous du malin. Car cest à toi quappartiennent, dans tous les siècles, le règne, la puissance et la gloire. Amen!."
MAT.6.14,"Ekyo nga mwaelela abakomibifya, wishinwe mwiulu naye akamyelela.","Si vous pardonnez aux hommes leurs offenses, votre Père céleste vous pardonnera aussi;."
MAT.6.15,"Nomba nga teti mubelele, shinwe mwiulu naye tekuti amyelele.","mais si vous ne pardonnez pas aux hommes, votre Père ne vous pardonnera pas non plus vos offenses."
MAT.6.16,"Ulo mukofunga mwi boneka ubulanda ngefyo babumbimunda bakita. Balaponya ifinso pa kuilanga ku bantu ati bakofunga. Mukine na myebati, ikilambu kyabo kyonse balipokelele kale.","Lorsque vous jeûnez, ne prenez pas un air triste, comme les hypocrites, qui se rendent le visage tout défait, pour montrer aux hommes quils jeûnent. Je vous le dis en vérité, ils reçoivent leur récompense."
MAT.6.17,"Ulo mukofunga, subeniko amafuta ku mutwi no kusambika pa kinso.","Mais quand tu jeûnes, parfume ta tête et lave ton visage."
MAT.6.18,"pakwebati kiboneka ku bantu ati ukofunga, kano fye kuli wiso uutaboneka, uubona mu nkaama, eu ka kulambula.","afin de ne pas montrer aux hommes que tu jeûnes, mais à ton Père qui est là dans le lieu secret; et ton Père, qui voit dans le secret, te le rendra."
MAT.6.19,"Mwile kututila fyuma fyenu pesonde, apo impese ne ndalabwa fingonaula kabili apo abang'o ba pantula no kwiba.","Ne vous amassez pas des trésors sur la terre, où la teigne et la rouille détruisent, et où les voleurs percent et dérobent;."
MAT.6.20,"Tutileni fyuma mwiulu umo impese, ne ndalabwa shita ngonaula, umo na bang'o tabangatibula no kwiba.","mais amassez-vous des trésors dans le ciel, où la teigne et la rouille ne détruisent point, et où les voleurs ne percent ni ne dérobent."
MAT.6.21,Pantu ukuli ikyuma kyobe ekuba no mutima obe.,"Car là où est ton trésor, là aussi sera ton cœur."
MAT.6.22,"Ilinso e musaniko wa mubili, amenso yobe nga yali umutende, umubili onse ukesulamo ulubuuto.","Lœil est la lampe du corps. Si ton œil est en bon état, tout ton corps sera éclairé;."
MAT.6.23,"Nomba amenso nga tayali bwino, umubili onse ukaba mu mfinshi. Ekyo ulubuuto muli mwebo ngalwali ni mfinshi, iyo mfinshi kuti yaba ikulu sana.","mais si ton œil est en mauvais état, tout ton corps sera dans les ténèbres. Si donc la lumière qui est en toi est ténèbres, combien seront grandes ces ténèbres!."
MAT.6.24,"Tapalipo engabombela imfumu shibili, kuti apatapo imo no kutemwapo imbi, nangula ukuipelesha kuli imo no kufuupula iinakwe. Teti mubombele Lesa ne ndalama pa kashita kamo kene.","Nul ne peut servir deux maîtres. Car, ou il haïra lun, et aimera lautre; ou il sattachera à lun, et méprisera lautre. Vous ne pouvez servir Dieu et Mamon."
MAT.6.25,"Ekyo mwisakamikwa pabumi bwenu nefyo mungalya nangula ukunwa nangu fyakufwala ku mubili, pantu umweo ulikindaminepo pa kyakulya no mubili ulikindaminepo pa fyakufwala.","Cest pourquoi je vous dis: Ne vous inquiétez pas pour votre vie de ce que vous mangerez, ni pour votre corps, de quoi vous serez vêtus. La vie nest-elle pas plus que la nourriture, et le corps plus que le vêtement?."
MAT.6.26,"Lolesheni pafyo utoni mwiulu ututalima nangula ukututila mu matala, nomba wishinwe wa mwiulu alatuliisha. Bushe tamuli bamutengo ukukilapo?.","Regardez les oiseaux du ciel: ils ne sèment ni ne moissonnent, et ils namassent rien dans des greniers; et votre Père céleste les nourrit. Ne valez-vous pas beaucoup plus queux?."
MAT.6.27,Ni nani pali mwebo angalundapo inshiku shakwe pantu akosakamikwa.,"Qui de vous, par ses inquiétudes, peut ajouter une coudée à la durée de sa vie?."
MAT.6.28,"Nindo mukosakamikilwa palwa mifwalile? Boneni ifyo amaluba yamena, tayabomba nangula kupikula.",Et pourquoi vous inquiéter au sujet du vêtement? Considérez comment croissent les lis des champs: ils ne travaillent ni ne filent;.
MAT.6.29,"Nomba nkomyebati nangula ni Solomoni wine mu bukindami bwakwe, tasamikilwepo nga yalya.","cependant je vous dis que Salomon même, dans toute sa gloire, na pas été vêtu comme lun deux."
MAT.6.30,"Ngefi efyo Lesa afwika ifyani ifyakubapo fye lelo, mailo fya pooswa mu mulilo, kuti afilwa ukumiliisha mweba kiteketelo kyakukepa.","Si Dieu revêt ainsi lherbe des champs, qui existe aujourdhui et qui demain sera jetée au four, ne vous vêtira-t-il pas à plus forte raison, gens de peu de foi?."
MAT.6.31,"Ekyo mwile kusakamikwa pafyo mungalya, ifyo munganwa, ne fyakufwala.","Ne vous inquiétez donc point, et ne dites pas: Que mangerons-nous? Que boirons-nous? De quoi serons-nous vêtus?."
MAT.6.32,Pantu abataishiba Lesa efyo bafwaisha lonse nomba wishinwe mwiulu alishibile ati mukofikabila.,"Car toutes ces choses, ce sont les païens qui les recherchent. Votre Père céleste sait que vous en avez besoin."
MAT.6.33,Nomba mwebo ngale fwayeni Ubufumu bwa mwiulu no bololoke bwakwe elo fyonse fikalundwapo kupeelwa kuli mwebo.,Cherchez premièrement le royaume et la justice de Dieu; et toutes ces choses vous seront données par-dessus.
MAT.6.34,Mwile kusakamikwa pafya mailo pantu ifiine fikaibwena. Kila bushiku buli ikwatile amasakamiko yabuko.,Ne vous inquiétez donc pas du lendemain; car le lendemain aura soin de lui-même. A chaque jour suffit sa peine.
MAT.7.1,Mwile kupingwila abanenu pantu na mwebo mukapingulwa.,"Ne jugez point, afin que vous ne soyez point jugés."
MAT.7.2,Mufyo mupingwila bambi efyo na mwebo mukapingulwa mukipimo kimo kine.,"Car on vous jugera du jugement dont vous jugez, et lon vous mesurera avec la mesure dont vous mesurez."
MAT.7.3,Nindo ukobwena akapande mu linso lya munobe ulo pa linso lyobe pali ikipampa?.,"Pourquoi vois-tu la paille qui est dans lœil de ton frère, et naperçois-tu pas la poutre qui est dans ton œil?."
MAT.7.4,Kuti waeba shani wenu ati isa nkufumye akapande mu linso lyobe apo na webo ulikwete kipampa?.,"Ou comment peux-tu dire à ton frère: Laisse-moi ôter une paille de ton œil, toi qui as une poutre dans le tien?."
MAT.7.5,"We bumbimunda we, ubalilepo ukufumya ikili mu linso lyobe elo ukobwenekesha pa kufumya akali mu linso lyakwa wenu.","Hypocrite, ôte premièrement la poutre de ton œil, et alors tu verras comment ôter la paille de lœil de ton frère."
MAT.7.6,"Mwipeela ikya mushilo ku mbwa, epali sha myalukila no kumisansa. Mwipeela ulubwe lwa mutengo ku nkumba epali sha nyantaulapo fye.","Ne donnez pas les choses saintes aux chiens, et ne jetez pas vos perles devant les pourceaux, de peur quils ne les foulent aux pieds, ne se retournent et ne vous déchirent."
MAT.7.7,"Lomba, ukapeelwa, fwaya, ukasanga, konkonsha ne kiibi kikesukila kuli webo.","Demandez, et lon vous donnera; cherchez, et vous trouverez; frappez, et lon vous ouvrira."
MAT.7.8,"Pantu onse uulomba alapeelwa, no ufwaya alasanga, naye uukonkonsha aleswilwako.","Car quiconque demande reçoit, celui qui cherche trouve, et lon ouvre à celui qui frappe."
MAT.7.9,Ni nani pali mwebo umwana nga akulomba umukate engamupe libwe?.,"Lequel de vous donnera une pierre à son fils, sil lui demande du pain?."
MAT.7.10,"Nangula nga lomba isabi, engamupeela insoka?.","Ou, sil demande un poisson, lui donnera-t-il un serpent?."
MAT.7.11,"Umfwa mwe babubi nga mulishibile ukupeela abana ifyabune, nga wishinwe mwiulu ta enga peela ifyabupe fyabune ku ba mulomba?.","Si donc, méchants comme vous lêtes, vous savez donner de bonnes choses à vos enfants, à combien plus forte raison votre Père qui est dans les cieux donnera-t-il de bonnes choses à ceux qui les lui demandent."
MAT.7.12,"Ekyo muli fyonse, mukitile bambi ifyo munga fwaya ukukitilwa pantu ekufishapo ifyalembwa mu mafunde na bakasesema.","Tout ce que vous voulez que les hommes fassent pour vous, faites-le de même pour eux, car cest la loi et les prophètes."
MAT.7.13,Mule kwingilila pa mwenshi wa kufyenekana pantu uwakusaalala wena utwala kuboni kabili bengi bendelamo.,"Entrez par la porte étroite. Car large est la porte, spacieux est le chemin qui mènent à la perdition, et il y en a beaucoup qui entrent par là."
MAT.7.14,Nomba umwenshi uwakufyenekana utwala ku mweo kabili banini bendamo.,"Mais étroite est la porte, resserré le chemin qui mènent à la vie, et il y en a peu qui les trouvent."
MAT.7.15,Mule kukengela na bakasesema wabufi. Beshila mu fyakufwala fya mbelele nomba mukati mimbulu iyakutakanya.,"Gardez-vous des faux prophètes. Ils viennent à vous en vêtements de brebis, mais au-dedans ce sont des loups ravisseurs."
MAT.7.16,Bakeshibikilwa ku fisabo fyabo. Bushe abantu kuti baswa imyangashi ku kimuti kya myunga? Nangu amakunyu kuli bakilasa?.,"Vous les reconnaîtrez à leurs fruits. Cueille-t-on des raisins sur des épines, ou des figues sur des chardons?."
MAT.7.17,Efyo ikimuti kyonse ikitatwala fisabo fyabune kitwala ifyabubi.,"Tout bon arbre porte de bons fruits, mais le mauvais arbre porte de mauvais fruits."
