verse_key,hav,fr
MAT.5.16,"Ntyo k'obumoleke bwenyu buleme bwamoleka embere z'abantu, yi babone ebijiro byenyu binja baleme banakuuza Yisho oli omu mpingu.».","Que votre lumière luise ainsi devant les hommes, afin quils voient vos bonnes œuvres, et quils glorifient votre Père qui est dans les cieux."
MAT.5.17,"«Murhalemaga mwakengeera mpu nayinjaga kuvuna eRhegeko lya Muusa, changwa enyigirizo z'abaleebi. Ntayinjaga gushanda, aliko nayinjire y'ebi byooshi bijirike.","Ne croyez pas que je sois venu pour abolir la loi ou les prophètes; je suis venu non pour abolir, mais pour accomplir."
MAT.5.18,"Okuli mbabwirire okw'egulu n'empingu bichiri ho, nta mparafu nguma changwa agatomo kaguma k'eRhegeko nji byakuulwa guhika byooshi bijirike.","Car, je vous le dis en vérité, tant que le ciel et la terre ne passeront point, il ne disparaîtra pas de la loi un seul iota ou un seul trait de lettre, jusquà ce que tout soit arrivé."
MAT.5.19,"Mw'ama marhegeko, ngasi yeeshi nji wavuna liguma liri nka ligeeke, n'okuyigiriza abandi bantu nabo balivune, nj'aba mugeeke omu Bwami bw'empingu. Aliko olaala nji wamahira omu bijiro, n'okuyigiriza abandi bantu bamahire omu bijiro, nj'aba mukulu omu Bwami bw'empingu.","Celui donc qui supprimera lun de ces plus petits commandements, et qui enseignera aux hommes à faire de même, sera appelé le plus petit dans le royaume des cieux; mais celui qui les observera, et qui enseignera à les observer, celui-là sera appelé grand dans le royaume des cieux."
MAT.5.20,"Kwenge mbabwirire, akaba murhajirire ebikwaneene embere za Nnamahanga kulusha abigiriza b'amarhegeko n' aBafarisaayo , nji murhagafa mwajiire omu Bwami bw'empingu.».","Car, je vous le dis, si votre justice ne surpasse celle des scribes et des pharisiens, vous nentrerez point dans le royaume des cieux."
MAT.5.21,«Mwayunvirhe oku bashookuluza benyu babwirwaga ntya: ‹Orhayirhaga . Omuntu wayirhire akwaneene ahanwe.›.,Vous avez entendu quil a été dit aux anciens: Tu ne tueras point; celui qui tuera mérite dêtre puni par les juges.
MAT.5.22,"«Aliko nyoono, mbabwirire oku ngasi yeeshi oyunvirhe oburhe oku waabo, akwaneene ahanwe. N'olaala nji wabwira mwene waabo ntya: ‹Orhagwerhe obwenge!›, akwaneene guhirwa omu kabuga keerhu. N'olaala nji wabwira mwene waabo ntya: ‹Oli musire!›, nj'akabulwa omu muliro gw'esiku n'amango.","Mais moi, je vous dis que quiconque se met en colère contre son frère mérite dêtre puni par les juges; que celui qui dira à son frère: Raca! Mérite dêtre puni par le sanhédrin; et que celui qui lui dira: Insensé! Mérite dêtre puni par le feu de la géhenne."
MAT.5.23,"«Leero, nka wagenda gurhulira Nnamahanga entuulo yaawe oku ntuuliro, n'ahoola okayibuka oku mwene wenyu akugwerhe kw'echinwa.","Si donc tu présentes ton offrande à lautel, et que là tu te souviennes que ton frère a quelque chose contre toi."
MAT.5.24,"leka entuulo yaawe ahoola embere z'entuuliro. Galuka oje kuyunviikana naye, n'enyuma oje gurhuula eyo entuulo yaawe.","laisse là ton offrande devant lautel, et va dabord te réconcilier avec ton frère; puis, viens présenter ton offrande."
MAT.5.25,"«Akaba hali omuntu wagusidaakire, ogihangane oyunviikane naye juba muchiri omu njira muli mwaja kuburana. Buzira ntyo, aguheeka embere z'omuzuuzi. N'omuzuuzi naye akaguhaana omu maboko m'omupoolisi, n'oyo mupoolisi anaguhira omu munyororo.","Accorde-toi promptement avec ton adversaire, pendant que tu es en chemin avec lui, de peur quil ne te livre au juge, que le juge ne te livre à lofficier de justice, et que tu ne sois mis en prison."
MAT.5.26,"Okuli nkubwirire, orhagarhenga omu munyororo orhanahongere olufuranga lw'obuzinda.».","Je te le dis en vérité, tu ne sortiras pas de là que tu naies payé le dernier quadrant."
MAT.5.27,«Mwayunviirhe oku byaderhwaga ntya: ‹Orhalemaga wahusha.›.,Vous avez appris quil a été dit: Tu ne commettras point dadultère.
MAT.5.28,"Aliko nyoono mbabwirire ntya: ‹Ngasi yeeshi walola omukazi omu guchifiija ye, miira ahushaga naye omu murhima gwage.›.","Mais moi, je vous dis que quiconque regarde une femme pour la convoiter a déjà commis un adultère avec elle dans son cœur."
MAT.5.29,"Akonva eliisho lyaawe ly'ekulyo lyagarhuma wajira echaaha, oliyoomole onalikabule hale. Kwenge kuli kw'obulagiirire oku wooyo oguheza chirumbu chiguma chonyine ch'omubiri gwawe, ahaali h'omubiri gooshi gukabulwe omu muliro gw'esiku n'amango.","Si ton œil droit est pour toi une occasion de chute, arrache-le et jette-le loin de toi; car il est avantageux pour toi quun seul de tes membres périsse, et que ton corps entier ne soit pas jeté dans la géhenne."
MAT.5.30,"Akonva efune yaawe y'ekulyo yagarhuma wajira echaaha, oyiche onayikabule hale, kwenge kuli kw'obulagiirire ku wooyo oguheza chirumbu chiguma chonyine ch'omubiri gwawe, ahaali h'omubiri gooshi gukabulwe omu muliro gw'esiku n'amango.».","Et si ta main droite est pour toi une occasion de chute, coupe-la et jette-la loin de toi; car il est avantageux pour toi quun seul de tes membres périsse, et que ton corps entier naille pas dans la géhenne."
MAT.5.31,"«Byaderhwaga kandi ntya: ‹Ngasi mulume yeeshi oyegwire mukaage, amuhe amaruba mw'okuyeerekana okw'amuyegwire.›.",Il a été dit: Que celui qui répudie sa femme lui donne une lettre de divorce.
MAT.5.32,"Aliko nyoono mbabwirire oku ngasi yeeshi wayeegula mukaage, nka burhali buhemusi bw'obuhushi, eyi amujirire muhushi. N'omulume washabire omukazi bayegwire, oyo mulume naye ahushire.».","Mais moi, je vous dis que celui qui répudie sa femme, sauf pour cause dinfidélité, lexpose à devenir adultère, et que celui qui épouse une femme répudiée commet un adultère."
MAT.5.33,"«Mwayunvirhe kandi oku bashookuluza babwirwaga ntya: ‹Orhalemaga wajira endahiro z'obubeeshi, aliko oleme wakenga endahiro zaawe wajirire embere za Nnaweerhu.›.","Vous avez encore appris quil a été dit aux anciens: Tu ne te parjureras point, mais tu tacquitteras envers le Seigneur de ce que tu as déclaré par serment."
MAT.5.34,"«Aliko nyoono mbabwirire oku murhalemaga mwajira endahiro. Murhajiraga endahiro oku ziino ly'empingu, kwenge eri nka ntebe y'oBwami bwa Nnamahanga.","Mais moi, je vous dis de ne jurer aucunement, ni par le ciel, parce que cest le trône de Dieu;."
MAT.5.35,"Murhalemaga mwajira endahiro oku ziino ly'egulu, kwenge liri nka ndabarhiro Nnamahanga ahumuusiza kw'amagulu. Murhalemaga mwajira kandi endahiro oku ziino ly'eYerusaleema, kwenge chiri gishagala gikulu cha Mwami Mukulu.","ni par la terre, parce que cest son marchepied; ni par Jérusalem, parce que cest la ville du grand roi."
MAT.5.36,"Orhalemaga wajira endahiro oku rhwe lyaawe, kwenge orhagahindamula oluviiri lwawe luguma kuba luvi changwa kuba lwiragula.","Ne jure pas non plus par ta tête, car tu ne peux rendre blanc ou noir un seul cheveu."
MAT.5.37,"Echinwa chenyu chibe ‹Neechi, ye na neechi›, ‹Nangwa, ye na nangwa.› Kwenge nka muyushwire ebindi binwa kw'ebiila, eyi byarhenga emwa Shetaani.».","Que votre parole soit oui, oui, non, non; ce quon y ajoute vient du malin."
MAT.5.38,"«Mwayunvirhe oku byaderhwaga ntya: ‹Eliisho oku liisho, n'elinyo oku linyo.›.","Vous avez appris quil a été dit: œil pour œil, et dent pour dent."
MAT.5.39,"Aliko nyoono mbabwirire oku akaba omuntu abajirire amabi, murhagihooleraga. Akaba omuntu agushurhire oku rhama ly'ekulyo, onamurhege ely'ekulembe.","Mais moi, je vous dis de ne pas résister au méchant. Si quelquun te frappe sur la joue droite, présente-lui aussi lautre."
MAT.5.40,"Nk'omuntu ashondere kugusidaaka y'akunyege esimiisi yaawe, lekera ye n'egorhe.","Si quelquun veut plaider contre toi, et prendre ta tunique, laisse-lui encore ton manteau."
MAT.5.41,"Nk'omuntu aguseezeze guheeka omuzigo gwage ku chilometere chiguma, omuhisize go ku bibiri.","Si quelquun te force à faire un mille, fais-en deux avec lui."
MAT.5.42,"Omuntu nk'aguhemere akantu, omuhe ko. N'omuntu nk'ashondere omuhoze, orhamulahiriraga.","Donne à celui qui te demande, et ne te détourne pas de celui qui veut emprunter de toi."
MAT.5.43,"«Mwayunvirhe oku byaderhwaga ntya: ‹Oleme wasiima omuturanyi waawe , aliko omwanzi waawe yeewe oleme wamushomba.›.","Vous avez appris quil a été dit: Tu aimeras ton prochain, et tu haïras ton ennemi."
MAT.5.44,«Aliko nyoono mbabwirire ntya: ‹Muleme mwasiima abanzi benyu munaleme mwasaliirira ababalibuza.›.,"Mais moi, je vous dis: Aimez vos ennemis, bénissez ceux qui vous maudissent, faites du bien à ceux qui vous haïssent, et priez pour ceux qui vous maltraitent et qui vous persécutent."
MAT.5.45,"Mukajira ntyo, mwaba baana ba Yisho oli omu mpingu, kwenge anakoleeza ezuuba lyaage oku bantu binja n'oku babi. Anarhoza envula oku bantu bakwaneene n'oku barhakwaneene.","afin que vous soyez fils de votre Père qui est dans les cieux; car il fait lever son soleil sur les méchants et sur les bons, et il fait pleuvoir sur les justes et sur les injustes."
MAT.5.46,"Akaba munasiima ababasiima bonyine, luhembo luchi mwagwarha? Abafurhiisa b'amakooli nabo banajira ntyo!.","Si vous aimez ceux qui vous aiment, quelle récompense méritez-vous? Les publicains aussi nagissent-ils pas de même?."
MAT.5.47,"N'akaba munalamusa beene benyu bonyine, mwaba eyi gichi mwajirire chilushire abandi? Na abarhamenyere Nnamahanga nabo, banalamusa beene baabo!.","Et si vous saluez seulement vos frères, que faites-vous dextraordinaire? Les païens aussi nagissent-ils pas de même?."
MAT.5.48,"Mujaage mwaba abakwaneene, nk'oku Yisho w'empingu anaba akwaneene.».","Soyez donc parfaits, comme votre Père céleste est parfait."
MAT.6.1,"«Muleme mwachilanga, murhalemaga mwajira ebijiro binja embere z'abantu yi bababone. Kwenge mukajira ntyo, nta luhembo nji mwayankirira emwa Yisho oli omu mpingu.","Gardez-vous de pratiquer votre justice devant les hommes, pour en être vus; autrement, vous naurez point de récompense auprès de votre Père qui est dans les cieux."
MAT.6.2,"«Nka warhabala abakene, orhalemaga waziha omulizi nk'oku endyaalya zinajira omu sinagoogi n'omu njira y'abantu baleme bazikuuza. Okuli mbabwirire, zikola zigwerhe oluhembo lwazo.","Lors donc que tu fais laumône, ne sonne pas de la trompette devant toi, comme font les hypocrites dans les synagogues et dans les rues, afin dêtre glorifiés par les hommes. Je vous le dis en vérité, ils reçoivent leur récompense."
MAT.6.3,"Aliko wooyo, nka warhabala abakene, efune yaawe y'ekulembe erhamenyaga chiro ech'efune yaawe y'ekulyo eri yajira.","Mais quand tu fais laumône, que ta main gauche ne sache pas ce que fait ta droite."
MAT.6.4,"Ebyo bijiro binja, oleme wabijira omu bwibisho na Yisho onabona omu bwibisho eby'oli wajira, nj'aguhemba.».","afin que ton aumône se fasse en secret; et ton Père, qui voit dans le secret, te le rendra."
MAT.6.5,"«Amango muli mwasaliira, murhabaaga nka ndyaalya. Kwenge zoowe, zisiima kuyimanga omu masinagoogi maazo n'omu mashanganjira yi zibonekane n'abantu. Okuli mbabwirire oku zikola zigwerhe omukamarho gwazo.","Lorsque vous priez, ne soyez pas comme les hypocrites, qui aiment à prier debout dans les synagogues et aux coins des rues, pour être vus des hommes. Je vous le dis en vérité, ils reçoivent leur récompense."
MAT.6.6,"Aliko wooyo amango oli wasaliira, ja omu busiika bwawe. Chinga omulyango onasaliire Yisho orhabonekana. Na Yisho, onabona ebijiro byaawe omu bwibisho, nj'aguhemba.","Mais quand tu pries, entre dans ta chambre, ferme ta porte, et prie ton Père qui est là dans le lieu secret; et ton Père, qui voit dans le secret, te le rendra."
MAT.6.7,"«Amango muli mwasaliira, murhalemaga mwaderha ebinwa binene bya busha-busha nk'oku abarhali Bayaahudi banajira. Kwenge boowe, banakengera mpu Nnamahanga abashubiza elugulu w'okuluza ebinwa.","En priant, ne multipliez pas de vaines paroles, comme les païens, qui simaginent quà force de paroles ils seront exaucés."
MAT.6.8,"Mwabo murhalemaga mwajira nka boowe, kwenge Yisho ayinji bichi mulagire ko chiro akaba murhaza kumuhema.","Ne leur ressemblez pas; car votre Père sait de quoi vous avez besoin, avant que vous le lui demandiez."
MAT.6.9,«Tala gurhe mukwaneene gusaliira: ‹Daarha oli omu mpingu! Eziino lyaawe likuuzwe.,Voici donc comment vous devez prier: Notre Père qui es aux cieux! Que ton nom soit sanctifié;.
MAT.6.10,"obwime bwawe buyinje, obulonza bwawe buleme bwajirika omu gulu nk'omu mpingu.",que ton règne vienne; que ta volonté soit faite sur la terre comme au ciel.
MAT.6.11,Oleme warhuha ebiryo byeerhu bya ngasi lusiku.,Donne-nous aujourdhui notre pain quotidien;.
MAT.6.12,"oleme warhubabalira amabi meerhu, nk'oku neerhu rhunababalira abarhujirire amabi.","pardonne-nous nos offenses, comme nous aussi nous pardonnons à ceux qui nous ont offensés;."
MAT.6.13,"Orhalemaga warhuleka rhwaja omu chigeregezo, aliko oleme warhulanga oku Shetaani. Kwenge oBwami, obuhashe n'obukuuze biri byaawe esiku n'amango! Bibe ntyo!›».","ne nous induis pas en tentation, mais délivre-nous du malin. Car cest à toi quappartiennent, dans tous les siècles, le règne, la puissance et la gloire. Amen!."
MAT.6.14,"«Akonva munababalira abantu amabi maabo, Yisho w'empingu naye abababalira.","Si vous pardonnez aux hommes leurs offenses, votre Père céleste vous pardonnera aussi;."
MAT.6.15,"Aliko akonva murhalemere mwababalira abantu amabi maabo, Yisho w'empingu naye arhakabababalira amabi menyu.».","mais si vous ne pardonnez pas aux hommes, votre Père ne vous pardonnera pas non plus vos offenses."
MAT.6.16,"«Amango muli mwachilahiza kulya, murhazinzaga amalanga nka ndyaalya. Zizinza amalanga yi ziyereke abantu oku zachilahiize kulya. Okuli , mbabwirire oku zikola zigwerhe oluhembo lwazo.","Lorsque vous jeûnez, ne prenez pas un air triste, comme les hypocrites, qui se rendent le visage tout défait, pour montrer aux hommes quils jeûnent. Je vous le dis en vérité, ils reçoivent leur récompense."
MAT.6.17,"Aliko wooyo, amango oli wachilahiza kulya, oleme wayooga onasanure enviiri zaawe, onayooge amalanga.","Mais quand tu jeûnes, parfume ta tête et lave ton visage."
MAT.6.18,y'orhayereka abantu oku wachilahize kulya. Aliko echo chijiro chimenyikeene na Yisho orhabonekana. N'oyoola Yisho onabona eby'ojira omu bwibisho aguhemba.».,"afin de ne pas montrer aux hommes que tu jeûnes, mais à ton Père qui est là dans le lieu secret; et ton Père, qui voit dans le secret, te le rendra."
MAT.6.19,"«Murhalemaga mwachibikira ebikulo omu gulu, kwenge omushwa changwa egutu binabishereza. N'ebishambo binarhula enju n'okuzimba.","Ne vous amassez pas des trésors sur la terre, où la teigne et la rouille détruisent, et où les voleurs percent et dérobent;."
MAT.6.20,"Aliko muleme mwachibikira ebikulo omu mpingu, eyoola munda y'omushwa n'egutu birhabishereza, n'ebishambo birharhula n'okuzimba.","mais amassez-vous des trésors dans le ciel, où la teigne et la rouille ne détruisent point, et où les voleurs ne percent ni ne dérobent."
MAT.6.21,"Kwenge ah'ebikulo byaawe biri, ahoola h'omurhima gwawe nago guli.","Car là où est ton trésor, là aussi sera ton cœur."
MAT.6.22,"«Eliisho liri tara ly'omubiri. Akonva eliisho lyaawe liri ligumaguma, omubiri gwawe gooshi gwanaba omu bumoleke.","Lœil est la lampe du corps. Si ton œil est en bon état, tout ton corps sera éclairé;."
MAT.6.23,"Aliko akonva eliisho lyaawe lilwere, omubiri gwawe gooshi gwanaba omu mwizimya. Leero akonva obumoleke buli omu kalamo kaawe bwagahindamuka mwizimya, ogoola mwizimya gwanaja gwaba munene kulusha.","mais si ton œil est en mauvais état, tout ton corps sera dans les ténèbres. Si donc la lumière qui est en toi est ténèbres, combien seront grandes ces ténèbres!."
MAT.6.24,«Ntaaye wakagala gukolera bannahamwabo babiri. Kwenge akagaya muguma anasiima owindi. Changwa agachishwekera ku muguma anakena n'owindi. Murhakagala gukolera Nnamahanga munakolere ebikulo.,"Nul ne peut servir deux maîtres. Car, ou il haïra lun, et aimera lautre; ou il sattachera à lun, et méprisera lautre. Vous ne pouvez servir Dieu et Mamon."
MAT.6.25,"«Cho girhumire mbabwirire ntya: ‹Murhachilunzaga elugulu w'akalamo kenyu mpu bichi mwalya changwa bichi mwanywa, changwa elugulu w'omubiri gwenyu mpu bichi mwayambala.› Akalamo kali k'obulagiirire kulusha ebiryo, n'omubiri kulusha emyambalo.","Cest pourquoi je vous dis: Ne vous inquiétez pas pour votre vie de ce que vous mangerez, ni pour votre corps, de quoi vous serez vêtus. La vie nest-elle pas plus que la nourriture, et le corps plus que le vêtement?."
MAT.6.26,"Mulole, enyunyi zirhahinga, zirhashaluula zirhanahaka emyaaka omu nguli. Aliko Yisho w'empingu aziliisa. K'arhali mwe muli babulagiirire kuzilusha?.","Regardez les oiseaux du ciel: ils ne sèment ni ne moissonnent, et ils namassent rien dans des greniers; et votre Père céleste les nourrit. Ne valez-vous pas beaucoup plus queux?."
MAT.6.27,«Nde mu mwabo wakagala kuyushuula chiro olusiku oku kalamo kaage elugulu w'oguchilunza?.,"Qui de vous, par ses inquiétudes, peut ajouter une coudée à la durée de sa vie?."
MAT.6.28,«Leero bichi birhumire mwachilunza elugulu w'emyambalo? Mulole bwinja gurhe obwaso buyaasa. Burhakola burhanachilukira fulema.,Et pourquoi vous inquiéter au sujet du vêtement? Considérez comment croissent les lis des champs: ils ne travaillent ni ne filent;.
MAT.6.29,"aliko mbabwirire oku chiro mwami Solomoono omu buchire bwage booshi, arhayambalaga efulema ekwirire kulusha ogukwira kw'obwaso buguma omu bo.","cependant je vous dis que Salomon même, dans toute sa gloire, na pas été vêtu comme lun deux."
MAT.6.30,"Ebirhi by'elubala binabonekana zeene n'omuseezi byanakabulwa omu muliro. Chiro akaba ntyo, Nnamahanga anabiyambisa efulema zikwirire bweneene. Leero gurhe arhakabayambisa bwinja bweneene mwe bantu mugwerhe obwemeezi bugeeke?.","Si Dieu revêt ainsi lherbe des champs, qui existe aujourdhui et qui demain sera jetée au four, ne vous vêtira-t-il pas à plus forte raison, gens de peu de foi?."
